"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TTYH3",6.12505697820686e-15,0.703026543029273,0.584,0.25,1.34016246683166e-10
"COX6A1",6.41599249094684e-15,0.350497862765124,0.996,0.962,1.40381915701917e-10
"NASP",6.64813319073319e-15,-1.00701388092273,0.759,0.771,1.45461154213242e-10
"HINT2",7.06131403821716e-15,0.626751365256639,0.86,0.568,1.54501551156191e-10
"NPR3",7.27322906396173e-15,3.52416587583713,0.221,0.004,1.59138251919483e-10
"GSTA4",8.06126297773676e-15,0.727648066956034,0.717,0.364,1.7638043395288e-10
"TOB1",1.00283225522273e-14,0.767806541410358,0.695,0.347,2.19419697442734e-10
"HNRNPA1",1.04145422122523e-14,-0.419543004826521,0.985,0.987,2.27870183604081e-10
"TUBB4B",1.05324929720793e-14,-0.896658109835059,0.834,0.835,2.30450946229096e-10
"RBKS",1.08566414797482e-14,0.953981801073156,0.534,0.216,2.37543315576891e-10
"PDIA6",1.12245644926429e-14,0.473668365290482,0.955,0.822,2.45593471099026e-10
"SYNC",1.12596907541819e-14,1.7337448598804,0.347,0.085,2.463620337015e-10
"FHOD3",1.13554038501449e-14,1.12522625071927,0.372,0.093,2.4845623624117e-10
"OSGIN1",1.2313564864583e-14,-3.72592045176704,0.028,0.131,2.69420799237077e-10
"TPX2",1.25030266404823e-14,-1.72801519635194,0.455,0.572,2.73566222893753e-10
"PRC1",1.31416588400191e-14,-2.16403792227193,0.274,0.445,2.87539495419619e-10
"BEX2.1",1.3366828986109e-14,-2.29749562140709,0.095,0.254,2.92466218216065e-10
"ACTG1",1.36555289564707e-14,0.340914008930032,0.999,0.996,2.98782973567578e-10
"CAPG",1.47132693248134e-14,-0.948289082282555,0.748,0.775,3.21926332826917e-10
"RPL22L1",1.49088084518614e-14,0.342963349812803,0.992,0.941,3.26204728926728e-10
"CEACAM1",1.67436759924061e-14,-4.74602487149379,0.002,0.051,3.66351630713844e-10
"PBK",1.68439605636917e-14,-2.15844101372877,0.161,0.335,3.68545857133574e-10
"PCSK1N",1.75136732877552e-14,3.12661983990399,0.247,0.025,3.83199171536084e-10
"MAP4",1.87057143888363e-14,0.816474519237811,0.805,0.487,4.09281030827738e-10
"TSC22D4",1.87181453472843e-14,0.606172675734322,0.778,0.462,4.09553020198581e-10
"ESR1",1.88641431997315e-14,1.2015031890113,0.384,0.11,4.12747453210125e-10
"DTX4",1.961594708143e-14,-1.95554248195911,0.13,0.305,4.29196922141689e-10
"ENSBTAG00000040435",2.02208027827925e-14,1.06768260662862,0.393,0.11,4.42431164887499e-10
"TBC1D12",2.30516178461828e-14,0.881305709865767,0.506,0.191,5.04369398474479e-10
"RPS16",2.323068723498e-14,-0.28445096200217,0.999,1,5.08287436701361e-10
"SLC39A14",2.45395726175093e-14,-2.28344645427666,0.261,0.428,5.36925848871103e-10
"CHODL",2.50049220962931e-14,-2.02586703807419,0.024,0.123,5.47107695466894e-10
"MCM7",2.65155053628369e-14,-0.848352878556105,0.726,0.754,5.80159257338871e-10
"MED29",2.86642852671109e-14,0.51992204457795,0.812,0.504,6.27174561644386e-10
"EGFL7",3.06244209244675e-14,-4.96160276958094,0.02,0.11,6.70062329827349e-10
"FADS3",3.14190294792764e-14,0.526226187644597,0.923,0.725,6.87448365006568e-10
"GSDMD",3.26045883060374e-14,0.900362552205395,0.472,0.174,7.13388392136099e-10
"PBXIP1",3.26188936092175e-14,0.991010129079495,0.51,0.203,7.13701392169679e-10
"HSPB8",3.4851252997266e-14,1.38609917388426,0.427,0.144,7.62545415580181e-10
"GOT1",3.49220261876977e-14,0.884992945235848,0.569,0.254,7.64093932986825e-10
"SERTM1",3.82980089783582e-14,-2.20079130890367,0.015,0.097,8.37960436446478e-10
"KIF11",3.98757551868447e-14,-2.41254613888821,0.112,0.271,8.72481523488163e-10
"VCL",4.04907267680919e-14,0.559339716890292,0.788,0.496,8.85937101685851e-10
"TCP11",4.47918474353548e-14,-3.71474062056727,0.011,0.085,9.80045621885562e-10
"GHR",4.48275938151242e-14,0.94840723290241,0.449,0.153,9.80827752674917e-10
"ATP6V1C2",4.5179730555468e-14,-3.00838988004283,0.033,0.14,9.88532504553639e-10
"C15H11orf71",4.58407318288373e-14,1.29154456387789,0.385,0.114,1.00299521241496e-09
"DAB2",4.61296756732286e-14,0.882186650737394,0.594,0.28,1.00931730373024e-09
"DMRT2",4.95474867309355e-14,0.84529070710686,0.523,0.212,1.08409900967287e-09
"ADHFE1",5.45326459010327e-14,2.13643843781886,0.248,0.025,1.1931742923146e-09
"CIRBP",5.47973432257944e-14,0.610030866271503,0.846,0.525,1.19896586978038e-09
"FH",5.5068150746736e-14,0.633653303752706,0.861,0.551,1.20489113833858e-09
"ATP5F1B",5.61986233505856e-14,0.393905284628089,0.993,0.919,1.22962587891081e-09
"RABAC1",5.75152847202894e-14,0.309559629666021,0.997,0.992,1.25843442967993e-09
"FARP1",5.93529839740433e-14,0.757778913976636,0.618,0.288,1.29864328935207e-09
"RASAL2",5.99276728167009e-14,0.749807100917909,0.569,0.242,1.31121748122942e-09
"SDF4",6.04733796123534e-14,0.567277065791349,0.891,0.64,1.32315754591829e-09
"TRIB2",6.10949154413863e-14,-1.77215835183712,0.167,0.347,1.33675674985753e-09
"RPL18",6.16869104053471e-14,0.156469048811321,1,1,1.349709599669e-09
"PCLAF",6.65642653619026e-14,-1.51518126089819,0.278,0.466,1.45642612611843e-09
"S1PR1",6.75581566193806e-14,-4.46494911817673,0.004,0.055,1.47817246683205e-09
"CYSTM1",6.80157069375029e-14,-1.12005775483235,0.691,0.708,1.48818366779256e-09
"AGFG2",6.90975404083135e-14,0.978549922592347,0.495,0.203,1.5118541841339e-09
"F2R",7.15537746188134e-14,-3.94353540643625,0.008,0.072,1.56559658865964e-09
"CLSPN",7.16852251576355e-14,-2.78054240103984,0.076,0.216,1.56847272644907e-09
"ITGA5",7.43002971562426e-14,-2.04639836129847,0.269,0.428,1.62569050177859e-09
"PVR",7.59889886462557e-14,1.17650367271121,0.487,0.203,1.66263907158007e-09
"HK1",8.16289953131178e-14,-1.0031167343605,0.718,0.767,1.78604241745102e-09
"ELOC",8.26734408132278e-14,0.483233495316101,0.954,0.78,1.80889488499343e-09
"RPAP2",8.65161377883673e-14,0.847866895264262,0.5,0.195,1.89297309480948e-09
"TCF7L1",9.1776363169617e-14,0.971626327606412,0.487,0.191,2.00806682615122e-09
"C4H7orf57",1.05483319191025e-13,1.1759619314744,0.559,0.263,2.30797502389963e-09
"NAP1L5",1.08444401280875e-13,2.26859261493978,0.262,0.038,2.37276350002555e-09
"SQLE",1.09114055742996e-13,-0.971068917234135,0.664,0.737,2.38741553965676e-09
"SIRT2",1.12339603301454e-13,0.629592137984074,0.854,0.542,2.45799052023582e-09
"CRABP2",1.17526054454039e-13,0.976234528795693,0.327,0.072,2.57147007145438e-09
"EPHB4",1.36321502736018e-13,0.759955221887321,0.658,0.326,2.98271447986408e-09
"TLL2",1.47080077701479e-13,0.957243306204664,0.409,0.127,3.21811210010836e-09
"PAX3",1.47156853349678e-13,3.47627848076396,0.21,0.008,3.21979195129095e-09
"MGST3",1.55454481370669e-13,0.468865091865663,0.954,0.775,3.40134405239023e-09
"SIRT5",1.637797467167e-13,0.851896052988346,0.46,0.169,3.5835008581614e-09
"AAMDC",1.73069326556875e-13,0.633263338984992,0.777,0.424,3.78675686506443e-09
"ROR2",1.74570374111118e-13,3.04479742897845,0.217,0.013,3.81959978555127e-09
"ALCAM",1.80401403800201e-13,1.58904864377993,0.305,0.064,3.94718271514841e-09
"SLC7A8",1.84369738151836e-13,-4.84724253854023,0.003,0.051,4.03400987076216e-09
"MED19",1.899364296861e-13,0.531662914411794,0.814,0.487,4.15580908153187e-09
"ZFYVE21",2.08220666364255e-13,0.611795315249831,0.689,0.352,4.55586818004991e-09
"TRAF4",2.10849325843722e-13,0.719228177145665,0.609,0.288,4.61338324946064e-09
"CPE",2.14242717458146e-13,2.16563369843405,0.265,0.042,4.68763065798422e-09
"RCN3",2.16743667466047e-13,0.716248203913463,0.69,0.381,4.74235144415711e-09
"TNFRSF1B",2.24607026690016e-13,-4.26281865397977,0.006,0.064,4.91440174397754e-09
"TROAP",2.26158521549e-13,-2.65639298931693,0.052,0.174,4.94834845149213e-09
"SLPI",2.32231964201626e-13,-4.89636855607263,0.006,0.064,5.08123537673157e-09
"FKBP3",2.47991958003156e-13,0.498595008394821,0.945,0.767,5.42606404110906e-09
"APPL1",2.51967841826839e-13,0.529183490576262,0.817,0.517,5.51305637917124e-09
"SET",2.52637688976583e-13,-0.440578092587914,0.98,0.966,5.52771263480763e-09
"KLF10",2.5455051690842e-13,0.840019628043369,0.765,0.466,5.56956530995623e-09
"HCCS",2.57556542614642e-13,0.630238758062652,0.647,0.326,5.63533715240837e-09
"RPL7",2.84157258616681e-13,0.193117186504279,0.999,1,6.21736081853298e-09
"TCEA3",2.87724447489788e-13,2.35080882037276,0.255,0.038,6.29541091107656e-09
"TMSB4X",2.88837160373406e-13,0.338711087095144,1,1,6.31975706897012e-09
"CSF3",2.91549338366171e-13,-3.87269601460458,0.007,0.068,6.37909952345181e-09
"RPL36",3.18845015255206e-13,-0.197822104658591,0.999,1,6.97632893378391e-09
"BIRC5",3.20790394259784e-13,-1.29317910854064,0.406,0.572,7.01889382640407e-09
"TBCB",3.25008221788924e-13,0.518451714078537,0.906,0.674,7.11117989274165e-09
"SEC24D",3.25357420561682e-13,0.813891676311326,0.601,0.288,7.11882036188959e-09
"ENSBTAG00000019018",3.34143034706125e-13,-1.02718717491186,0.527,0.636,7.31104959937003e-09
"GPC4",3.49338029626758e-13,2.34118445213309,0.262,0.042,7.64351608823347e-09
"ENSBTAG00000053626",3.68083885998719e-13,3.83074138770512,0.211,0.013,8.05367542565198e-09
"AURKA",3.75994362587251e-13,-2.85106566065367,0.133,0.284,8.22675665340905e-09
"PLPP3",3.83259591677263e-13,-2.30871880736555,0.156,0.318,8.38571986589852e-09
"CALY",3.88218068731655e-13,0.926676023785646,0.531,0.242,8.4942113438486e-09
"TSG101",3.98382239348141e-13,0.702475062885514,0.659,0.339,8.71660339693732e-09
"SLC35B1",3.99480178462208e-13,0.57466890941768,0.799,0.508,8.74062630475311e-09
"ACO1",4.45643555553205e-13,-1.0160292089363,0.741,0.742,9.75068099550412e-09
"EIF5A",4.4954297699923e-13,-0.444540568495527,0.983,0.983,9.83600033674315e-09
"ZNF484",4.52748644856297e-13,1.50973915721324,0.336,0.093,9.90614034945577e-09
"ASPA",4.5299753298421e-13,4.16258513143972,0.196,0.004,9.91158602169451e-09
"FBXO3",4.57204839553337e-13,0.88919727083761,0.547,0.25,1.0003641889427e-08
"COL18A1",4.63143297209644e-13,-3.38373183843464,0.02,0.106,1.0133575342947e-08
"AKIP1",4.73668158342587e-13,0.645542571195568,0.74,0.428,1.03638593045358e-08
"CCL5",5.28094672270732e-13,2.77571234984883,0.246,0.034,1.15547114292836e-08
"RPS27",5.44150999728217e-13,-0.184702962231213,1,0.996,1.19060238740534e-08
"RPL22",5.45407664893427e-13,-0.213217775650568,0.999,1,1.19335197078682e-08
"PNISR",5.46843589450809e-13,0.492431956580224,0.944,0.695,1.19649377371837e-08
"COPZ2",5.47584222991594e-13,0.568883626835849,0.844,0.547,1.19811427990561e-08
"GNB2",5.79043035162259e-13,0.377343117759665,0.985,0.881,1.26694616093502e-08
"CKS2",6.22958473589369e-13,-1.56026703721716,0.54,0.623,1.36303314021354e-08
"PDZD11",6.25168416666936e-13,0.544897539820639,0.804,0.504,1.36786849566726e-08
"MIF4GD",6.40085257593928e-13,0.846104941055868,0.736,0.415,1.40050654361552e-08
"LITAF",6.44590932367709e-13,1.43124599380433,0.308,0.072,1.41036496002055e-08
"WASHC3",6.9504508957801e-13,1.03560725822869,0.457,0.178,1.52075865599669e-08
"SCFD1",7.17664056796667e-13,0.800240736319167,0.653,0.352,1.57024895627111e-08
"RPL19",7.47773767183434e-13,0.14869402980601,1,1,1.63612900259735e-08
"ENSBTAG00000022395",7.76705800257132e-13,-4.35548550072373,0.01,0.076,1.6994322909626e-08
"PRKG1",7.93028402483169e-13,2.15567159187118,0.224,0.021,1.73514614463317e-08
"MTFR2",8.15022504313938e-13,-3.16321193146221,0.036,0.14,1.7832692394389e-08
"SYNGR2",8.17280399875468e-13,0.727322729611411,0.66,0.364,1.78820951492752e-08
"HOMER1",8.26975756098318e-13,0.958703431768493,0.452,0.165,1.80942295434312e-08
"DIPK1A",8.99227320232348e-13,1.05497597101389,0.407,0.14,1.96750937666838e-08
"MIF",9.66459421641993e-13,-0.481960382801931,0.984,0.962,2.11461321455268e-08
"GOT2",9.7671286697747e-13,0.507213914074718,0.912,0.686,2.1370477529467e-08
"MRC1",1.03255968316264e-12,2.9277008065869,0.192,0.004,2.25924058675986e-08
"ARHGDIB",1.05100404723478e-12,-5.22681655633043,0.002,0.042,2.2995968553497e-08
"LYAR",1.05300926285306e-12,-1.34915062176971,0.431,0.555,2.30398426712249e-08
"BUB1B",1.10691303568794e-12,-2.20262827311524,0.136,0.292,2.42192572208521e-08
"EMCN",1.12056910699226e-12,-5.01632568679957,0.002,0.042,2.45180520609905e-08
"TNC",1.14711862973314e-12,1.06922000493875,0.349,0.097,2.50989556185612e-08
"CTNNBIP1",1.16042106099274e-12,0.711847127208626,0.717,0.398,2.53900128145211e-08
"SLC38A2",1.23037889783456e-12,-0.806932265294951,0.938,0.915,2.69206902846203e-08
"FAM114A2",1.28878180802687e-12,0.48820127617996,0.722,0.403,2.8198545959628e-08
"ATXN1L",1.32922950513503e-12,0.690811472265632,0.457,0.165,2.90835415723544e-08
"ADAMTS2",1.33383671301051e-12,0.66574488902819,0.801,0.496,2.918434728067e-08
"RNF125",1.38854417689976e-12,-2.35641571042056,0.057,0.178,3.03813465905668e-08
"TSTD1",1.42888653699847e-12,0.643970613015704,0.682,0.364,3.12640374295266e-08
"TTK",1.45603216307714e-12,-3.12445346366421,0.05,0.165,3.18579837281279e-08
"BCHE",1.46573898570025e-12,0.983914447388423,0.369,0.11,3.20703690071214e-08
"BUB1",1.47945789594386e-12,-2.18079054673151,0.124,0.275,3.23705387632516e-08
"ATP2B1",1.48719319657726e-12,0.522996146512164,0.848,0.597,3.25397871411105e-08
"POSTN",1.53114262374269e-12,-6.41187797703935,0,0.03,3.35014006074901e-08
"RAB34",1.66518523481926e-12,0.431302722255866,0.941,0.708,3.64342529378455e-08
"ID1",1.84915581946854e-12,1.17829463010508,0.711,0.479,4.04595293299717e-08
"UBALD1",1.87606349155013e-12,0.710230172838311,0.694,0.381,4.10482691951168e-08
"MMP3",1.88395163428862e-12,-5.57130144345527,0.001,0.038,4.1220861758235e-08
"RPS26",1.90533598036082e-12,-0.288416433773107,0.998,1,4.16887512502947e-08
"XDH",1.90636560896191e-12,-0.58072187574479,0.911,0.907,4.17112795240866e-08
"AQR",1.94894048036874e-12,0.739371024837224,0.547,0.242,4.2642817710468e-08
"CD34",1.96345459396046e-12,-4.8943602025076,0.001,0.038,4.29603865158549e-08
"LRRFIP2",2.02468762769258e-12,0.453732593658348,0.852,0.619,4.43001652939136e-08
"RAB2A",2.02772124486547e-12,0.374931946952878,0.967,0.852,4.43665408376564e-08
"ZNF385B",2.10324929206395e-12,2.43286869651035,0.23,0.03,4.60190945103593e-08
"GBF1",2.17032685825891e-12,0.752623610645879,0.709,0.411,4.7486751658705e-08
"DCAF6",2.3386359950877e-12,0.70540765569576,0.578,0.284,5.11693555725188e-08
"FITM2",2.35290076435097e-12,1.06161284974334,0.363,0.114,5.14814687239993e-08
"CEP55",2.36743385627179e-12,-2.62938132911853,0.117,0.263,5.17994527752268e-08
"GPRC5A",2.37591818493158e-12,-5.74114503151082,0.001,0.034,5.1985089886303e-08
"FRMD4B",2.37783527630078e-12,1.36989654027515,0.349,0.106,5.20270358454611e-08
"VNN1",2.43056339589761e-12,-5.07236608467654,0.001,0.034,5.31807271022397e-08
"PLEKHA4",2.4359650607246e-12,1.67391382459053,0.294,0.068,5.32989155286543e-08
"ANKRD35",2.45130143178414e-12,1.40521237237406,0.358,0.119,5.3634475327437e-08
"ENSBTAG00000046486",2.5299612028672e-12,0.611865656428236,0.604,0.297,5.53555511187344e-08
"PLOD1",2.66119467424871e-12,1.06925858363661,0.48,0.208,5.82269394725617e-08
"PHKG2",2.66321477930978e-12,0.626884319534597,0.635,0.322,5.82711393712979e-08
"ABCG2",2.75171255704079e-12,1.67750860282241,0.321,0.089,6.02074707480526e-08
"RPS3A",2.78467437073446e-12,0.156340361727628,1,1,6.09286752316701e-08
"MOB3B",2.80703919440214e-12,-4.99590365396472,0.005,0.055,6.14180175735189e-08
"MSRB3",2.88026058632747e-12,0.528601930737491,0.678,0.356,6.30201016288451e-08
"MEOX2",3.09700962857882e-12,1.11042453123878,0.374,0.127,6.77625706733047e-08
"LAMB2",3.16406745189441e-12,0.647007946395588,0.813,0.508,6.92297958474497e-08
"NTPCR",3.26965385796291e-12,0.604739784021442,0.612,0.297,7.15400264122285e-08
"HSPA12A",3.34546932876246e-12,2.44667549635973,0.215,0.021,7.31988689133225e-08
"CEP170",3.40433821751814e-12,0.514262624778698,0.867,0.593,7.4486920199297e-08
"HSPG2",3.67904847898348e-12,1.70786665735774,0.296,0.072,8.04975807201585e-08
"DSEL",3.91534087353127e-12,0.777524416311699,0.664,0.352,8.56676583128642e-08
"PACSIN3",3.95528201810971e-12,0.814720246556801,0.589,0.301,8.65415705562405e-08
"BMP2K",4.2924565604032e-12,-1.79154021635689,0.385,0.5,9.3918949541622e-08
"BTG1",4.39782817610739e-12,0.501608571126927,0.995,0.924,9.62244804932298e-08
"HSPA8",4.44712271949458e-12,-0.292093102589629,0.999,1,9.73030451025415e-08
"ARF2",4.45052134892956e-12,0.68668304368076,0.808,0.568,9.73774071145788e-08
"EHBP1",4.45984021851966e-12,0.756282555922128,0.481,0.199,9.75813039812101e-08
"DEPP1",4.51702388190292e-12,-3.07210091162694,0.059,0.178,9.88324825360358e-08
"CST6",4.51952063117134e-12,0.857587068155359,0.722,0.458,9.8887111410029e-08
"GPX4",4.80988629474871e-12,0.288987960762446,0.998,0.987,1.05240312129102e-07
"MICAL2",4.82742248992197e-12,1.51443849994125,0.265,0.051,1.05624004079493e-07
"PJA1",4.86936057286931e-12,1.03570557360811,0.432,0.165,1.0654160933438e-07
"AOX1",4.89090404053985e-12,-2.0529683692934,0.263,0.419,1.07012980407012e-07
"E2F8",5.08568208842909e-12,-2.41954780963615,0.093,0.229,1.11274724094829e-07
"RPL13",5.29672996216572e-12,-0.150689062334203,1,1,1.15892451572186e-07
"ENSBTAG00000054239",5.36526390573162e-12,0.565039981994838,0.654,0.335,1.17391974257408e-07
"BRI3",5.52196634307604e-12,-0.404671301069692,0.981,0.945,1.20820623586504e-07
"RHOBTB3",5.63677598644632e-12,0.503713623198821,0.772,0.453,1.23332658583446e-07
"CRIP1",5.66348917061058e-12,0.773123315400517,0.842,0.576,1.2391714305296e-07
"DEXI",5.98563861995021e-12,0.711240842190687,0.551,0.237,1.30965773004511e-07
"FBXO32",6.2539757184729e-12,-2.60812343317938,0.208,0.36,1.36836988720187e-07
"PCBD2",6.50998122414197e-12,0.478685208192554,0.799,0.483,1.42438389184226e-07
"RAB32",6.57478960672916e-12,-0.76572763078885,0.817,0.797,1.43856396595234e-07
"BBS5",6.59111840716486e-12,1.06974918845689,0.334,0.097,1.44213670748767e-07
"FZD2",6.86603143690554e-12,1.07684409221681,0.452,0.191,1.50228767839493e-07
"DCTN5",6.95624048556355e-12,0.884032645903035,0.491,0.208,1.52202541824131e-07
"CSKMT",7.16806776313725e-12,0.592729419940494,0.735,0.424,1.56837322657443e-07
"PLS3",7.20020798889573e-12,0.624737813048327,0.563,0.267,1.57540550797039e-07
"CDH4",7.41567734465856e-12,-3.37318600561189,0.023,0.106,1.62255020301129e-07
"YWHAZ",7.62420896427856e-12,0.389085128361589,0.92,0.691,1.66817692138415e-07
"ITGA1",7.81484034648789e-12,2.12532966721145,0.225,0.03,1.70988706781155e-07
"BCKDK",8.05739956971003e-12,0.692030025048519,0.629,0.326,1.76295902585256e-07
"CERK",8.10151300361225e-12,0.539222145370951,0.567,0.263,1.77261104519036e-07
"NT5C3A",8.23612936809764e-12,1.03784963016667,0.375,0.127,1.80206510573976e-07
"PDGFRA",8.47004126174863e-12,-1.45567284988222,0.347,0.496,1.8532450280706e-07
"TGFB2",8.50771471920171e-12,1.05284634193677,0.492,0.229,1.86148798056133e-07
"RPL27",8.64059410329178e-12,0.161698345716937,1,1,1.89056198980024e-07
"PLGRKT",9.51338738956673e-12,0.537145374422007,0.899,0.657,2.0815291608372e-07
"POLK",9.59794245858172e-12,0.964025277728671,0.325,0.093,2.10002980993768e-07
"CDCA7L",9.80800377326868e-12,0.515533106357953,0.983,0.809,2.14599122559119e-07
"CCDC141",1.02536097842029e-11,4.01541146585784,0.177,0.004,2.2434898207836e-07
"PRDX1",1.03197711030339e-11,-0.393687231645435,0.983,0.962,2.25796591734382e-07
"SMS",1.04566696606946e-11,0.560131604748002,0.869,0.644,2.28791932175998e-07
"CENPQ",1.06431626907319e-11,-2.44230798789661,0.082,0.212,2.32872399673215e-07
"RIN2",1.10308555947247e-11,0.602142295027807,0.77,0.441,2.41355120412576e-07
"CXCR4",1.11829432850091e-11,-1.54342524739488,0.112,0.267,2.44682799076e-07
"SGCB",1.16456256232471e-11,0.478576369058745,0.563,0.246,2.54806288636647e-07
"HABP4",1.22974003931143e-11,1.09550699172073,0.364,0.123,2.6906712060134e-07
"DBN1",1.26034081693079e-11,0.436235547266057,0.91,0.75,2.75762570744458e-07
"ENSBTAG00000020100",1.28809766963857e-11,-3.0123742106479,0.096,0.229,2.8183577011692e-07
"DOK7",1.32239113550878e-11,0.733667485223463,0.538,0.254,2.89339180449322e-07
"SSR3",1.50543858793841e-11,0.419496224623795,0.979,0.886,3.29389963040925e-07
"WTAP",1.51427278206816e-11,-1.03608321324545,0.612,0.644,3.31322884716513e-07
"MXRA8",1.52928506296178e-11,0.746345926520576,0.551,0.267,3.34607571776038e-07
"CYRIB",1.65212887535392e-11,0.54526962652994,0.54,0.242,3.61485797927438e-07
"H2AC12",1.66912952821304e-11,-2.48140655419832,0.102,0.237,3.65205540773013e-07
"PPP3CB",1.6957865444223e-11,1.07946030387034,0.325,0.097,3.71038095919599e-07
"IGF2R",1.69966917229934e-11,0.485175434307344,0.891,0.61,3.71887614899096e-07
"GAS7",1.7018696921054e-11,-2.39230327555022,0.029,0.119,3.72369088632661e-07
"SPINT2",1.72845067393646e-11,1.08424327602083,0.432,0.178,3.78185007457297e-07
"CXCL2",1.76890778598013e-11,-2.13242771489698,0.132,0.275,3.87037023572452e-07
"ABCD1",1.79208352428463e-11,1.95391069474859,0.239,0.042,3.92107875113476e-07
"ENSBTAG00000039555",1.81946390252943e-11,0.290462632668608,0.99,0.97,3.9809870187344e-07
"UAP1L1",1.84852223707276e-11,-3.00085328862898,0.057,0.169,4.04456665471519e-07
"CERCAM",1.89167725079601e-11,0.717596417662453,0.491,0.208,4.13898982474168e-07
"PDCL3",1.89319768355785e-11,0.504702833632047,0.825,0.525,4.14231653162457e-07
"NAV3",1.89735744698951e-11,-1.55445989617909,0.253,0.415,4.15141809401304e-07
"RNF20",1.99141819732454e-11,0.667226686827407,0.541,0.246,4.35722301574609e-07
"IFT74",1.99687060442711e-11,0.386405952201216,0.597,0.292,4.36915288248652e-07
"ENSBTAG00000048631",2.08977501138006e-11,0.976324279463438,0.324,0.097,4.57242772489957e-07
"ATP1B1",2.16575015477493e-11,1.09155309392067,0.314,0.089,4.73866133864754e-07
"PPP1R7",2.28656182765597e-11,0.493439338896067,0.711,0.419,5.00299727891126e-07
"UROD",2.28764964571026e-11,0.719369612806803,0.617,0.318,5.00537742481406e-07
"NES",2.32914885132765e-11,1.1817610083994,0.695,0.496,5.0961776867049e-07
"ATP6V1F",2.48992557759416e-11,0.401217515999763,0.957,0.792,5.44795716377602e-07
"TRAPPC10",2.50868414727456e-11,0.653411128518565,0.449,0.178,5.48900091423674e-07
"UQCRC1",2.52564133403932e-11,0.461574900006543,0.934,0.729,5.52610323887803e-07
"LZTS1",2.5533191544959e-11,2.10658528731106,0.253,0.055,5.58666231003702e-07
"ND3",2.56309197886536e-11,-0.591450991297663,0.992,0.996,5.60804524975741e-07
"SLC39A13",2.57987467031579e-11,0.546757426013107,0.665,0.339,5.64476577865094e-07
"ND5",2.63249506520417e-11,-0.567000728294248,0.982,0.953,5.75989920266672e-07
"FAM114A1",2.82647512170019e-11,0.824736112877178,0.494,0.225,6.18432756628002e-07
"PLAU",2.86479863600900e-11,0.677750199783461,0.633,0.343,6.2681794155877e-07
"ZMYM2",2.86705124231e-11,0.795251613063667,0.357,0.114,6.27310811817428e-07
"RPS17",2.89010377727975e-11,-0.211908432550266,0.999,1,6.3235470646881e-07
"DDR1",2.89761248350733e-11,0.982887454234267,0.403,0.153,6.33997611391405e-07
"TMEM17",2.99743132858803e-11,1.93561715518016,0.261,0.059,6.55837974695061e-07
"ZBED5",3.01575909083721e-11,0.536410818484775,0.706,0.407,6.59848089075181e-07
"TENT5B",3.03958364337491e-11,0.852695157681439,0.502,0.233,6.65060901170431e-07
"VCAN",3.20647871989387e-11,-1.43220221135494,0.421,0.555,7.01577543912778e-07
"B2M",3.35916134588038e-11,-0.304763963154388,0.997,0.996,7.34984502478626e-07
"CDC37L1",3.40662003898545e-11,0.550844630393902,0.717,0.415,7.45368464530017e-07
"ABHD16A",3.46027184395385e-11,0.794673518716648,0.453,0.186,7.57107479457102e-07
"TADA3",3.55104097634379e-11,0.571283649876984,0.578,0.275,7.76967765624021e-07
"SPDL1",3.76056796339647e-11,-2.58860985992709,0.111,0.246,8.22812270391147e-07
"SDC2",3.77983918140761e-11,0.488307010297124,0.811,0.551,8.27028812891986e-07
"EDF1",3.81014058510759e-11,0.33361824494608,0.977,0.869,8.33658760021541e-07
"TBC1D15",3.86558583336349e-11,0.565081322615111,0.863,0.602,8.45790180339932e-07
"PIAS3",3.90614956748855e-11,1.0274574149478,0.381,0.14,8.54665525366494e-07
"GMPR",4.01041146360331e-11,2.11991210652212,0.221,0.034,8.77478028236405e-07
"ERICH5",4.08232659433886e-11,2.09550014786727,0.246,0.051,8.93213058841342e-07
"DUT",4.11136001272009e-11,-0.421920721801235,0.969,0.949,8.99565570783157e-07
"ENSBTAG00000048906",4.22568847749771e-11,0.708219419042031,0.5,0.225,9.245806388765e-07
"CTSF",4.2944923837914e-11,0.58454762359676,0.68,0.369,9.39634933573558e-07
"UQCRQ",4.36340163409394e-11,-0.45883150243206,0.955,0.919,9.54712277539755e-07
"SUCLG1",4.45055962151043e-11,0.403197055884312,0.965,0.801,9.73782445186483e-07
"AMOTL2",4.53496943168871e-11,0.811252038056366,0.54,0.271,9.9225131165349e-07
"CRTAP",4.6475303530615e-11,0.465573046679204,0.892,0.606,1.01687964124986e-06
"VSIG10L",4.68152817625476e-11,0.357625658589517,0.966,0.809,1.02431836496454e-06
"CPEB4",4.77635933586192e-11,0.77144222716291,0.42,0.161,1.04506742268659e-06
"LRRN3",5.03803713272506e-11,-3.68900825840559,0.017,0.089,1.10232252464024e-06
"DYNLL1",5.08445523968755e-11,0.343029273232364,0.984,0.881,1.11247880644364e-06
"GALNT16",5.20971672329177e-11,0.98850401274969,0.324,0.097,1.13988601905624e-06
"PGM1",5.24442964086377e-11,0.538836364698484,0.827,0.525,1.14748120542099e-06
"TMEM131",5.34237735163677e-11,0.569423343162164,0.772,0.492,1.16891216453813e-06
"DRAM1",5.40105759208836e-11,1.08159191578621,0.292,0.081,1.18175140114893e-06
