Gene,d0→d2,d2→d5,Total
TCN2,0.334648793181112,0.720309745424405,1.054958538605517
PLXDC2,0.330967168349192,0.612496772284287,0.943463940633479
SEC31A,0.327820432910001,0.254066574555668,0.581887007465669
GYS1,0.326827485185091,0.295336949959618,0.6221644351447091
COPA,0.325861723645227,0.377112020170969,0.702973743816196
MICOS13,0.320365506229462,0.153295101185733,0.473660607415195
KIF1C,0.320208644423603,0.421600717397717,0.74180936182132
HDLBP,0.317904863668922,0.274332195631495,0.592237059300417
BSG,0.311169836391329,0.26232108240635,0.573490918797679
KIAA1217,0.309667697236425,0.542397183755382,0.852064880991807
HIBADH,0.307605760168221,0.351289397473962,0.658895157642183
GABARAP,0.306186923192263,0.14292146505832,0.44910838825058297
UBR4,0.304250630371279,0.378965113187608,0.683215743558887
TASOR,0.301367874199337,0.29159975500683,0.592967629206167
ATOX1,0.300273279444427,0.685264700686298,0.9855379801307249
MYCBP,0.299154642561196,0.211925131714194,0.51107977427539
MARCHF3,0.298518238561665,0.426338436091289,0.724856674652954
SLC4A2,0.297084993444661,0.419031928151042,0.7161169215957031
DZIP1,0.292431387089536,0.265658918246814,0.55809030533635
GABARAPL2,0.291196425239831,0.252966069187166,0.544162494426997
TMTC4,0.290977080974163,0.478479068915967,0.76945614989013
FUOM,0.289660778477996,0.319848941386119,0.6095097198641151
GPX4,0.288987960762446,0.122549400848551,0.41153736161099697
CTTN,0.286362714247693,0.33011527909321,0.616477993340903
SCAP,0.277964734157883,0.482765549128155,0.760730283286038
ITGB1,0.275443129678326,0.189645604488348,0.465088734166674
ECHS1,0.27294185263001,0.152971569789238,0.425913422419248
ABTB1,0.270153910244125,0.38228775562696,0.652441665871085
PFDN5,0.257172938417754,0.120764862666548,0.377937801084302
EIF4G2,0.236889726230476,0.132183018746984,0.36907274497746
LEPROT,0.226836587774346,0.587741853755959,0.814578441530305
UQCRH,0.189224664273388,0.12324845911417,0.312473123387558
TGFB1,0.187890437093543,0.582124416930441,0.7700148540239841
FRYL,0.156717436789233,0.425881867248298,0.582599304037531
IGFBP3,0.0531389355474032,1.62566241295395,1.6788013485013533
