"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"H1-2",3.32382288385365e-14,-0.535523395543019,0.3,0.431,7.27252446987178e-10
"EGLN3",3.3483888519267e-14,-0.885374990751997,0.123,0.224,7.32627480801561e-10
"MCM7",3.35029068110258e-14,-0.43113921553049,0.641,0.726,7.33043601025244e-10
"ANKRD2",3.35768215426924e-14,-0.57180267220773,0.309,0.437,7.3466085535411e-10
"RAD50",3.42808373702977e-14,-0.317796598766528,0.73,0.817,7.50064721662113e-10
"TNNT2",3.56624748376634e-14,-0.63719978602942,0.373,0.485,7.80294949448074e-10
"GNG2",3.61958655178924e-14,0.373226211300977,0.698,0.642,7.91965537531485e-10
"ID4",3.64456374824982e-14,-0.989260047113918,0.112,0.208,7.97430548117061e-10
"DUSP6",3.70292211547179e-14,0.701367372782716,0.443,0.34,8.10199358865228e-10
"HYPK",3.71920044929098e-14,-0.233503387676563,0.883,0.92,8.13761058304866e-10
"KIF15",4.07493005639807e-14,-2.24230824408253,0.016,0.067,8.91594696339899e-10
"PAX6",4.12883764473252e-14,2.20631283462779,0.076,0.021,9.03389676667476e-10
"HPDL",4.23321163039054e-14,-1.03569248633196,0.085,0.171,9.26226704729450e-10
"VPS13B",4.40529655375417e-14,0.597097004484534,0.51,0.41,9.63878885961412e-10
"NDC80",4.43927826387578e-14,-1.77908391550138,0.025,0.083,9.71314084136021e-10
"FLNB",4.87847442916453e-14,0.349058289085725,0.825,0.788,1.0674102051012e-09
"PLOD3",4.97256400651966e-14,0.277119925029226,0.837,0.825,1.0879970046265e-09
"NDUFAB1",5.10288925423026e-14,-0.228675123082194,0.908,0.948,1.11651216882558e-09
"ADH5",5.35427371941454e-14,-0.271362171098213,0.869,0.929,1.1715150898079e-09
"SHISA4",5.52229494430845e-14,0.402858290844112,0.713,0.645,1.20827813381469e-09
"DHFR",5.61377854467669e-14,-0.585729078768279,0.2,0.319,1.22829474557526e-09
"MIF",5.95655104297632e-14,-0.246402643043827,0.975,0.984,1.30329336820322e-09
"MAGED1",6.25664209443549e-14,0.285245915365585,0.859,0.846,1.36895329026249e-09
"AMIGO2",6.73399941454047e-14,-1.81592582329887,0.025,0.083,1.47339907190145e-09
"EXOSC8",6.87937265680664e-14,-0.464918588896396,0.398,0.521,1.50520673730929e-09
"SDC2",6.93841125041015e-14,-0.345231464114552,0.751,0.811,1.51812438158974e-09
"PPME1",6.94302351579733e-14,-0.317414246364999,0.7,0.786,1.51913354525646e-09
"PCYT2",7.19728170481313e-14,-0.610078119640066,0.346,0.463,1.57476523701311e-09
"PTGR1",7.24149138171062e-14,-0.463607494398055,0.419,0.544,1.58443831431828e-09
"TRA2B",7.4185027218401e-14,-0.361252057797343,0.594,0.703,1.62316839553861e-09
"GHR",7.60317425052718e-14,0.563770675340844,0.538,0.449,1.66357452601535e-09
"P4HA1",8.83586445722017e-14,0.548336472828258,0.592,0.518,1.93328714323977e-09
"NCAM1",9.35351719056654e-14,0.28276904829936,0.909,0.87,2.04654956129596e-09
"OTUD4",9.3567686645145e-14,0.452118781336816,0.654,0.585,2.04726098379577e-09
"TMEM258",9.35992139921444e-14,-0.239638399012108,0.886,0.925,2.04795080214812e-09
"CMBL",9.9043678921583e-14,-0.390173670850704,0.529,0.651,2.16707569480424e-09
"TVP23B",1.01686270562395e-13,0.439560699815275,0.677,0.613,2.2248955999052e-09
"RBMS1",1.03884650767547e-13,0.417871284879613,0.751,0.706,2.27299615879394e-09
"TLN2",1.05068978834807e-13,-0.922975873423862,0.125,0.221,2.29890925690558e-09
"ATF5",1.0523634634831e-13,0.749805157414912,0.588,0.523,2.30257125810102e-09
"BLVRB",1.05922738591565e-13,-0.360614662810052,0.489,0.621,2.31758952038345e-09
"FMC1-LUC7L2",1.10743759164286e-13,-0.364077992382604,0.504,0.64,2.42307345051458e-09
"GINS1",1.17066107517346e-13,-0.675737769061881,0.171,0.279,2.56140643247954e-09
"SSBP1",1.20577323925535e-13,-0.264212352044421,0.798,0.856,2.63823184749071e-09
"FHOD3",1.21692643994894e-13,0.527178977664064,0.473,0.372,2.66263505060828e-09
"WWC2",1.23121112749323e-13,0.422023679732221,0.751,0.681,2.69388994695519e-09
"ANP32E",1.38332803458571e-13,-0.5166377669587,0.555,0.646,3.02672173967353e-09
"ACADS",1.38645223533817e-13,-0.507535924112067,0.332,0.462,3.03355749091991e-09
"IMPDH1",1.39149883029915e-13,-0.657278919109382,0.167,0.273,3.04459944069454e-09
"SERPING1",1.42218716707549e-13,-0.591362851605238,0.569,0.685,3.11174552156117e-09
"RNF150",1.45748859700552e-13,0.442040903769993,0.662,0.583,3.18898505024808e-09
"FAM210B",1.58111902318645e-13,0.607956526188966,0.492,0.4,3.45948842273195e-09
"TIMM13",1.65154145930441e-13,-0.253400200188549,0.85,0.892,3.61357271295805e-09
"MAP1A",1.76814137961969e-13,0.233144256065847,0.982,0.976,3.86869333860789e-09
"AKR1B1",1.76903140370013e-13,-0.323789825265341,0.862,0.905,3.87064071129588e-09
"CPA4",1.77179821666037e-13,2.44162363063119,0.053,0.009,3.87669449805288e-09
"ZRANB2",1.77255255764054e-13,-0.289788970568185,0.716,0.799,3.8783449961175e-09
"ERGIC3",1.78274406529299e-13,0.359844748407909,0.759,0.716,3.90064401486107e-09
"TRABD",1.80191142149611e-13,-0.43865533525825,0.461,0.574,3.94258219023348e-09
"EMP3",1.8271161891765e-13,0.260934368502046,0.964,0.951,3.99773022191819e-09
"ESCO2",1.88985152720674e-13,-1.52743645253578,0.034,0.095,4.13499514152834e-09
"SLC2A6",1.98608749113974e-13,-0.425011123748302,0.289,0.416,4.34555943061376e-09
"NTS",2.04676884373426e-13,1.87888533637135,0.078,0.023,4.47833023009056e-09
"CNPY3",2.19200554709226e-13,-0.524073485779179,0.289,0.411,4.79610813703786e-09
"ATP10A",2.30134904080774e-13,0.93790059649125,0.273,0.176,5.03535170128734e-09
"WDHD1",2.30910102346846e-13,-0.714204254154961,0.19,0.296,5.052313039349e-09
"SDHAF2",2.3164016738456e-13,-0.358448399276306,0.657,0.742,5.06828686237418e-09
"PTPN18",2.34121255510741e-13,-0.415605066933952,0.473,0.59,5.12257307057502e-09
"DAAM1",2.35773416230717e-13,-0.407363670971951,0.423,0.544,5.15872234712809e-09
"ID1",2.41608174219467e-13,-0.644298880319722,0.616,0.711,5.28638685192193e-09
"LAMA4",2.43633346662039e-13,-0.316711821417541,0.469,0.601,5.33069762496542e-09
"ELN",2.60976528094863e-13,-0.619338885996354,0.337,0.45,5.7101664347156e-09
"C7H19orf53",2.62132414858057e-13,-0.334335900106843,0.646,0.752,5.73545723709429e-09
"ARHGAP32",2.65344961306528e-13,0.721424854298512,0.39,0.289,5.80574775338683e-09
"GSTM1",2.72867923820129e-13,-0.73327390922001,0.423,0.536,5.97035017318441e-09
"IRX3",2.83557286134019e-13,0.246511746340581,0.955,0.927,6.20423342061233e-09
"EMG1",2.9463760138528e-13,-0.378526061047946,0.6,0.701,6.44667071830992e-09
"MTUS1",2.96722251416018e-13,-0.694773396013813,0.227,0.337,6.49228286098247e-09
"CCNC",3.23485991744143e-13,-0.38941349200841,0.446,0.566,7.07787349936184e-09
"WDR83OS",3.23505013946561e-13,-0.21509117087965,0.921,0.952,7.07828970515075e-09
"SGCB",3.29005521380973e-13,0.474508924684495,0.638,0.563,7.19864080781569e-09
"RPS4Y1",3.30512218883491e-13,-0.279379251986914,0.87,0.907,7.23160734917079e-09
"DAZAP1",3.3072737719158e-13,-0.348179008427992,0.655,0.745,7.23631501295177e-09
"GALNT16",3.32261995536195e-13,0.620547703871307,0.422,0.324,7.26989246233194e-09
"FABP7",3.34979065742265e-13,-2.20841195863658,0.012,0.058,7.32934195844077e-09
"TAGLN2",3.39590140220831e-13,-0.1962896402776,0.975,0.974,7.43023226803179e-09
"PGLS",3.49745921671311e-13,-0.223987912368324,0.859,0.905,7.65244076616829e-09
"NCAPG",3.56740170699066e-13,-0.752859033616363,0.197,0.303,7.80547493489556e-09
"NUDC",3.81715854048888e-13,-0.298086086885974,0.765,0.823,8.35194288658967e-09
"WBP11",4.00470530070509e-13,-0.276019694530646,0.801,0.86,8.76229519794273e-09
"ADGRG1",4.16064148293913e-13,1.65718828651538,0.113,0.047,9.10348356467082e-09
"PTX3",4.24526868956316e-13,-0.146562025806601,0.674,0.816,9.28864789276418e-09
"PPM1G",4.35107177383816e-13,-0.290598213828205,0.709,0.797,9.52014504115789e-09
"CBR3",4.38007773361816e-13,-0.343769503513929,0.717,0.807,9.58361008115653e-09
"DDX21",4.51426922373693e-13,-0.301535359162196,0.785,0.854,9.8772210615364e-09
"EDRF1",4.68429486353163e-13,0.499281459647201,0.542,0.453,1.02492371614072e-08
"PSMG2",4.70629904240798e-13,-0.34967034474809,0.667,0.742,1.02973823047887e-08
"XRCC1",5.04183811144466e-13,-0.635085496413932,0.215,0.325,1.10315417878409e-08
"IFT22",5.0885461418767e-13,-0.546544873221017,0.293,0.41,1.11337389584262e-08
"TNFRSF10D",5.09795924589584e-13,0.512784174180395,0.569,0.481,1.11543348300201e-08
"GRN",5.11116498663548e-13,0.336635197974215,0.812,0.79,1.11832289907584e-08
"COX20",5.16995209499093e-13,-0.406761321003185,0.527,0.638,1.13118551838401e-08
"EIF4A2",5.30508727501299e-13,0.252305186279599,0.904,0.89,1.16075309577284e-08
"TSC2",5.76453840700085e-13,1.01376568546839,0.25,0.158,1.26128100345179e-08
"STMP1",5.79043878537956e-13,0.18848997077794,0.982,0.972,1.26694800624105e-08
"CDKN2AIPNL",6.18726523083842e-13,-0.23303582380264,0.877,0.919,1.35377363250745e-08
"MRPL35",6.4181558299596e-13,-0.312359520284355,0.673,0.77,1.40429249559516e-08
"CERS2",6.96025135710489e-13,-0.379258038101006,0.574,0.67,1.52290299693455e-08
"MLF2",7.49894616632497e-13,-0.22400698041396,0.878,0.915,1.6407694211919e-08
"NIN",7.90235381962009e-13,0.371848551089254,0.612,0.525,1.72903501573288e-08
"THUMPD1",8.33913910541846e-13,-0.503180417039981,0.304,0.428,1.82460363626556e-08
"SAT2",8.862979683426e-13,-0.660829143147192,0.125,0.221,1.93921995473361e-08
"DDX17",8.96946152653727e-13,0.242821092239207,0.951,0.918,1.96251818200635e-08
"H2AC12",9.33419210625259e-13,-1.56958077768466,0.04,0.102,2.04232123284807e-08
"ASL",9.43185600009506e-13,-0.631420394793697,0.117,0.21,2.0636900928208e-08
"PDPN",9.51925572080008e-13,0.300016047074788,0.835,0.813,2.08281315171106e-08
"TSEN34",9.63146054771977e-13,-0.423363936407092,0.476,0.582,2.10736356784109e-08
"CENPN",1.01162368092229e-12,-1.11707519452528,0.058,0.129,2.21343261385797e-08
"ATXN10",1.04737963212787e-12,0.35230204826818,0.717,0.661,2.29166663509578e-08
"FH",1.0858055423528e-12,0.319206638966346,0.883,0.861,2.37574252666793e-08
"RAI14",1.09301448204029e-12,-0.364338448510071,0.541,0.654,2.39151568670416e-08
"TAPBP",1.1020713904783e-12,0.264174718182058,0.892,0.876,2.41133220236653e-08
"CENPP",1.10249185434775e-12,-1.11935555117537,0.058,0.128,2.41225217731288e-08
"PTP4A2",1.11397579772106e-12,-0.217009038916028,0.902,0.918,2.43737904541367e-08
"TPM3",1.13789394509276e-12,-0.172218954551823,0.983,0.988,2.48971195186296e-08
"ISYNA1",1.21092143462615e-12,-0.726498214521971,0.15,0.247,2.64949609896201e-08
"DDX3X",1.23470617020311e-12,-0.281899794441022,0.831,0.889,2.7015371004044e-08
"TIMM23",1.27683517645127e-12,-0.284042969260546,0.71,0.793,2.79371536607537e-08
"TMBIM4",1.28646385161402e-12,-0.206195503204198,0.883,0.927,2.81478290733147e-08
"CHRNA1",1.31875245047416e-12,0.356653881400324,0.734,0.651,2.88543036163747e-08
"MYL6B",1.32401952112433e-12,-0.904398929416412,0.147,0.244,2.89695471222003e-08
"NIPSNAP2",1.33673723235401e-12,-0.253460881650481,0.816,0.877,2.92478106439058e-08
"UXT",1.34526752875448e-12,-0.361879920797955,0.529,0.645,2.9434453529148e-08
"ATP2A2",1.3828656776664e-12,0.47156982388033,0.686,0.64,3.02571010273409e-08
"EIF5B",1.40636959738783e-12,-0.243445872658422,0.854,0.9,3.07713667908458e-08
"DNAJC17",1.42700808237623e-12,-0.453593050387993,0.197,0.31,3.12229368423919e-08
"CCDC167",1.43106741434643e-12,-0.438089521335929,0.474,0.576,3.13117550258998e-08
"SULT1A1",1.44037994426556e-12,-0.281064023876008,0.966,0.983,3.15155131805304e-08
"HMGB2",1.50279336570267e-12,-0.639592359319147,0.523,0.626,3.28811188415744e-08
"POMP",1.50881865224813e-12,-0.150836775642856,0.978,0.981,3.30129521111891e-08
"C29H11orf98",1.58250388041052e-12,-0.50262438076984,0.234,0.35,3.46251849033821e-08
"TMEM131",1.59725597644889e-12,0.332574176269364,0.827,0.772,3.49479607647018e-08
"HSPA5",1.63510340553176e-12,-0.308956308316617,0.928,0.944,3.57760625130348e-08
"RAC1",1.75909192938113e-12,-0.126810163404689,0.99,0.991,3.84889314148591e-08
"RPL12",1.76520265649941e-12,-0.072164509826929,0.999,0.999,3.86226341242071e-08
"RPL11",1.7750092275641e-12,-0.0638042526109182,1,1,3.88372018991026e-08
"SLU7",1.83966918575963e-12,-0.423358001050332,0.468,0.588,4.02519617844206e-08
"AIFM1",1.88253052387696e-12,-0.380420529315049,0.553,0.659,4.11897678624278e-08
"ARL3",1.89715995675934e-12,-0.238823110642895,0.853,0.887,4.15098598538944e-08
"DZANK1",1.94280659256855e-12,1.24967541195309,0.145,0.072,4.25086082454e-08
"VCL",2.1555760676739e-12,0.347532136913139,0.836,0.788,4.71640043607049e-08
"SKA3",2.23355547873764e-12,-1.01685402340536,0.08,0.158,4.88701938747796e-08
"HNRNPF",2.40968774925509e-12,-0.176220365747192,0.97,0.974,5.27239679537014e-08
"COL4A1",2.47643082080383e-12,-0.246442516830985,0.856,0.923,5.41843063591879e-08
"CNBP",2.49509659431506e-12,-0.168564965308778,0.978,0.99,5.45927134836134e-08
"TUBB6",2.55218040775207e-12,0.463033274750346,0.908,0.901,5.58417073216153e-08
"KLHL41",2.59384830212446e-12,0.343741016924517,0.814,0.725,5.67534008504832e-08
"WWTR1",2.71497486264621e-12,-0.308064612905933,0.705,0.794,5.94036499946991e-08
"ATP5MC1",2.72897750613737e-12,-0.187038141332543,0.941,0.957,5.97100278342856e-08
"SLC40A1",2.73411363030652e-12,0.94769035148029,0.17,0.089,5.98224062311067e-08
"H1-10",2.83871725242186e-12,-0.878291453682054,0.071,0.146,6.21111334829904e-08
"LMAN1",3.03622451476062e-12,-0.337772124209744,0.785,0.836,6.64325923829624e-08
"NOL3",3.12512846682541e-12,0.260872202836016,0.823,0.788,6.83778108541399e-08
"CYHR1",3.13816829420377e-12,0.449618509806795,0.62,0.544,6.86631222771786e-08
"ENSBTAG00000049233",3.17860425389154e-12,-0.401590042931673,0.428,0.554,6.95478610751469e-08
"ENSBTAG00000039334",3.30367691923418e-12,-0.695395152746075,0.19,0.29,7.22844509928439e-08
"PKMYT1",3.36779352648516e-12,-1.39507304395186,0.034,0.091,7.36873223594952e-08
"SF3B5",3.38150572026553e-12,-0.223134922750237,0.914,0.944,7.39873451594097e-08
"CRNN",3.41247085783777e-12,0.679966621830397,0.454,0.362,7.46648623694904e-08
"EEF1G",3.4149852734035e-12,-0.077377723096876,1,0.998,7.47198777820686e-08
"CDC123",3.68093772786947e-12,-0.315101407759121,0.688,0.789,8.0538917485784e-08
"ISG12(B)",3.68385178282127e-12,0.627124788268921,0.57,0.515,8.06026770081293e-08
"RPS29.1",3.78449973621512e-12,-0.0803819741381417,1,1,8.28048542283868e-08
"ATP6AP2",3.87685459039221e-12,0.253991429070519,0.856,0.847,8.48255784377816e-08
"BAG2",3.91014955011369e-12,0.508651847813269,0.521,0.443,8.55540721564876e-08
"C1QBP",3.9203724097115e-12,-0.245730882964161,0.887,0.91,8.57777483244877e-08
"COMMD7",3.9394663657693e-12,-0.290117277126817,0.699,0.781,8.61955240830323e-08
"CDPF1",3.98247877243205e-12,-0.330857993915488,0.575,0.684,8.71366355408132e-08
"E2F8",4.18634389114573e-12,-1.32854382764604,0.035,0.093,9.15972043382685e-08
"EVL",4.19323272265298e-12,-0.292707608495054,0.696,0.793,9.17479319716471e-08
"SP110",4.20048513724253e-12,-0.7165639205454,0.127,0.22,9.19066148028666e-08
"ALDH1A3",4.22191516483304e-12,2.27417083389212,0.056,0.012,9.23755038065468e-08
"AXL",4.30533805657111e-12,0.361668425375812,0.764,0.719,9.42007966777759e-08
"CYCS",4.37210245137912e-12,-0.224474228856427,0.87,0.906,9.56616016361752e-08
"POLB",4.62402357497838e-12,-0.390874414825797,0.431,0.554,1.01173635820527e-07
"RPS24",4.68551477101981e-12,-0.0583596584528001,1,1,1.02519063189913e-07
"SAP18",4.77648658903389e-12,-0.181557414967028,0.946,0.957,1.04509526568061e-07
"EIF3J",4.97019365988033e-12,-0.395299386330519,0.444,0.564,1.08747837278182e-07
"OXSR1",4.97206358265043e-12,-0.350019522948229,0.538,0.66,1.08788751188391e-07
"MFAP5",5.04813118241891e-12,1.03723940422899,0.185,0.105,1.10453110271326e-07
"GUSB",5.04952143009233e-12,0.449821910754318,0.627,0.56,1.1048352889042e-07
"S100A16",5.07285429448849e-12,0.167019699224156,0.992,0.996,1.10994051963408e-07
"PTGDS",5.45628708265751e-12,-1.46636141201235,0.03,0.084,1.19383561368546e-07
"PLXNB2",5.60886351782236e-12,0.381008064360843,0.742,0.682,1.22721933769953e-07
"PLAC9",5.63592604539433e-12,-0.65561121031332,0.205,0.31,1.23314061873228e-07
"IMP4",6.11000688006465e-12,-0.411572821770749,0.383,0.503,1.33686950535815e-07
"KLF13",6.27345956814292e-12,-0.380577953012708,0.762,0.838,1.37263295350967e-07
"MOB1B",6.63153759908559e-12,0.321865143325595,0.755,0.703,1.45098042667993e-07
"FDPS",6.87507571990623e-12,-0.290457570693843,0.686,0.763,1.50426656751548e-07
"THOC6",6.98061667802106e-12,-0.466821912230545,0.254,0.371,1.52735892915101e-07
"FAM207A",7.00051028940276e-12,-0.380983038868278,0.405,0.525,1.53171165132132e-07
"DCAF6",7.02641454669758e-12,0.44632326370855,0.644,0.578,1.53737950281743e-07
"SDHAF1",7.02902177429515e-12,-0.682159505357737,0.159,0.256,1.53794996421578e-07
"AMOTL2",7.03497424406412e-12,0.454261329127059,0.615,0.54,1.53925236460123e-07
"DPY30",7.13807323176261e-12,-0.295099111059868,0.717,0.792,1.56181042310966e-07
"BARD1",7.14326481548296e-12,-1.38200049860044,0.03,0.084,1.56294634162767e-07
"DUSP1",7.18885158615082e-12,-0.499694899801532,0.425,0.539,1.5729207270498e-07
"LAPTM4B",7.66192731211126e-12,-0.344953751151622,0.586,0.694,1.67642969588994e-07
"TNNC2",8.20833237005088e-12,0.552897841295044,0.656,0.567,1.79598312256713e-07
"AP1M1",8.33757171291687e-12,-0.431197521185184,0.448,0.56,1.82426069078621e-07
"MCUR1",8.70314765045702e-12,-0.565097070049374,0.275,0.384,1.90424870592e-07
"MPV17L2",8.71211341211181e-12,-0.305974837006199,0.617,0.709,1.90621041457007e-07
"NDRG1",8.83304239342402e-12,-0.406685303052276,0.357,0.479,1.93266967568118e-07
"DDX19A",8.84576486584244e-12,-0.509867764210464,0.344,0.457,1.93545335264633e-07
"SEPHS1",8.86766026190187e-12,-0.521854986786078,0.273,0.383,1.94024406530413e-07
"MBOAT1",9.22702571972196e-12,-1.17310064055161,0.046,0.109,2.01887322747516e-07
"PITHD1",9.23068279928307e-12,-0.574717930621375,0.32,0.425,2.01967339648314e-07
"PHF5A",9.56626811078487e-12,-0.297353749593985,0.637,0.735,2.09309946263973e-07
"MCM10",9.57140223198329e-12,-0.728121478732759,0.147,0.239,2.09422280835794e-07
"PWWP3B",9.59636838663091e-12,-0.654777114374474,0.106,0.191,2.09968540299484e-07
"CD163",1.02668218373553e-11,1.66444362934381,0.108,0.046,2.24638061801334e-07
"RTF1",1.04700026218777e-11,-0.23230074985176,0.806,0.864,2.29083657366685e-07
"ENSBTAG00000054952",1.04862583876718e-11,0.811077235504812,0.218,0.131,2.2943933352226e-07
"FOS",1.05614006751984e-11,-0.816705563235899,0.167,0.262,2.31083446773341e-07
"CDKN1A",1.05964927701744e-11,0.346176795135209,0.78,0.684,2.31851261811416e-07
"SNAI2",1.06209313012495e-11,0.434246669100881,0.654,0.594,2.3238597687134e-07
"MPHOSPH8",1.0934014766025e-11,-0.244582462115507,0.823,0.882,2.39236243080628e-07
"EMP1",1.16941897146493e-11,-0.541389367371087,0.249,0.36,2.55868870956526e-07
"GATA2",1.1953590838103e-11,1.56361502090488,0.083,0.03,2.61544567537694e-07
"CIAO2A",1.20115119417572e-11,-0.281633204366636,0.723,0.808,2.62811881285648e-07
"TP53BP1",1.20295010085574e-11,0.353388258211855,0.681,0.622,2.63205482067235e-07
"PRNP",1.26070754890446e-11,0.749258701008422,0.299,0.206,2.75842811700297e-07
"KLK1",1.26566553801572e-11,1.87765732008598,0.068,0.02,2.7692761971784e-07
"PHLDA1",1.28801732067461e-11,0.53227606467688,0.514,0.43,2.81818189763604e-07
"LSM4",1.30804349943035e-11,-0.285354259690816,0.797,0.85,2.86199917675362e-07
"RUVBL2",1.36027035338532e-11,-0.40872467428233,0.414,0.525,2.97627153320707e-07
"LSM5",1.37832403570468e-11,-0.263588322399282,0.741,0.802,3.01577299012184e-07
"RANBP1",1.44869255716562e-11,-0.268621143152804,0.925,0.939,3.16973931507837e-07
"C1R",1.46334633237828e-11,-1.14633568021451,0.145,0.232,3.20180177524367e-07
"ACAD9",1.47318068565915e-11,-0.628896750955276,0.21,0.31,3.22331934022221e-07
"TM7SF2",1.54127947283982e-11,0.302525311008901,0.81,0.728,3.37231948657353e-07
"RPS11",1.58394803866301e-11,-0.0631603749290637,1,1,3.46567830859466e-07
"ARPC3",1.58768450269841e-11,0.140350381650273,0.996,0.996,3.47385369190413e-07
"ATAD2",1.65456318941387e-11,-0.438786216654701,0.346,0.458,3.62018425843755e-07
"EREG",1.69931819755393e-11,-0.511729323175965,0.308,0.415,3.718108216248e-07
"NPC2",1.72826767855691e-11,-0.314889837044282,0.631,0.736,3.78144968068251e-07
"NCOR2",1.74448137280619e-11,0.316025934924843,0.785,0.741,3.81692524369995e-07
"CENPT",1.85149819591857e-11,-1.21070667926716,0.046,0.108,4.05107805266983e-07
"PBK",1.85713898648813e-11,-1.09446437626179,0.086,0.161,4.06342010243602e-07
"KRTCAP2",1.86190023274656e-11,-0.19953735555808,0.887,0.929,4.07383770924947e-07
"MAST2",1.90193833479130e-11,0.556133663614316,0.496,0.416,4.16144107652338e-07
"ATP8",1.96968954325151e-11,0.702618673472513,0.337,0.248,4.30968072063431e-07
"LRRC59",1.9948275331226e-11,-0.364652015219698,0.558,0.647,4.36468264247225e-07
"ITGB1",2.06069112922962e-11,0.189645604488348,0.985,0.985,4.5087921907544e-07
"ZMAT2",2.06592211494981e-11,-0.348784733090603,0.58,0.674,4.52023758751019e-07
"DNAJC21",2.07954204871185e-11,0.289430728584283,0.793,0.745,4.55003800258154e-07
"REEP1",2.12516452650908e-11,-0.485449160801573,0.103,0.187,4.64985998400186e-07
"CDK4",2.17077663287163e-11,-0.271005050276266,0.707,0.783,4.74965927272313e-07
"EIF3I",2.25195750678906e-11,-0.190404533920722,0.906,0.939,4.92728302485447e-07
"NKAP",2.35377356533174e-11,-0.479072958500207,0.351,0.465,5.15005656094586e-07
"ABRACL",2.40630479909322e-11,-0.345603902151595,0.665,0.749,5.26499490041596e-07
"CUX1",2.68561418082838e-11,0.278571342511422,0.846,0.804,5.8761238276525e-07
"BRI3BP",2.6931487010095e-11,-1.2376457151612,0.035,0.089,5.89260935780879e-07
"PFDN6",2.76015911061856e-11,-0.252880631632053,0.817,0.865,6.03922813403341e-07
"FASN",2.83704390704907e-11,-0.386868975571686,0.658,0.733,6.20745206862336e-07
"EIF4EBP1",2.87056254441121e-11,-0.224403353860174,0.813,0.862,6.28079084717173e-07
"SERPINF1",2.93895745771959e-11,0.65892210608647,0.595,0.531,6.43043891749047e-07
"PRAF2",3.01548935897485e-11,-0.361233826872791,0.521,0.622,6.59789071743696e-07
"SSU72",3.1183294477267e-11,0.309527621426946,0.766,0.735,6.82290483162602e-07
"MRTO4",3.15067672932802e-11,-0.3642322430784,0.625,0.71,6.8936806837697e-07
"SF3B1",3.23973976921099e-11,-0.218042331345367,0.93,0.949,7.08855061503366e-07
"IL18RAP",3.3099734589818e-11,2.74663285919261,0.042,0.007,7.24222192825219e-07
"DSE",3.3253769874777e-11,0.403376207177434,0.701,0.634,7.27592484860122e-07
"UBE2M",3.43787722258425e-11,-0.178283793753437,0.906,0.93,7.52207536301434e-07
"DRG2",3.64439953263294e-11,-0.477458314848317,0.317,0.43,7.97394617740087e-07
"VGLL2",3.67380821988505e-11,-1.04523636414819,0.044,0.103,8.03829238510848e-07
"SMARCD3",3.69521130337974e-11,0.282821857754221,0.861,0.823,8.08512233179487e-07
"MTFP1",3.75417745112172e-11,-0.758146070953764,0.126,0.211,8.21414026305431e-07
"BPNT2",3.83908002126923e-11,-0.33553807498538,0.549,0.647,8.39990708653707e-07
"MTX1",3.93264611989266e-11,-0.320092382283256,0.548,0.653,8.60462971032515e-07
"SLAMF9",4.04666989862289e-11,1.53405881754501,0.08,0.029,8.85411373818688e-07
"CNIH1",4.21495881337612e-11,-0.286210930880799,0.698,0.785,9.22232988366694e-07
"RUNX1T1",4.45085573493663e-11,0.471273296580709,0.557,0.485,9.73847234804135e-07
"PSMD4",4.70100533661229e-11,-0.190002494787481,0.852,0.897,1.02857996765077e-06
"FKBP2",4.7039622752547e-11,-0.232002575717717,0.826,0.876,1.02922694582573e-06
"UBR4",4.7152620230819e-11,0.378965113187608,0.705,0.667,1.03169933065032e-06
"RIN2",4.79356545011846e-11,0.335727367010869,0.793,0.77,1.04883212048592e-06
"ARPC2",5.10529164244676e-11,0.121099342793668,0.993,0.992,1.11703781136735e-06
"H2BC5",5.15228233822265e-11,-0.857653995522035,0.106,0.185,1.12731937560312e-06
"SVEP1",5.22116277291022e-11,0.482951868836181,0.565,0.477,1.14239041471276e-06
"TSFM",5.222172987466e-11,-0.324824990003833,0.49,0.604,1.14261144965756e-06
"FITM2",5.28641585571215e-11,0.520901022314634,0.454,0.363,1.15666778922982e-06
"KNSTRN",5.35554006277648e-11,-0.581589561452856,0.186,0.28,1.17179216573549e-06
"RBFOX2",5.57001336785551e-11,0.280031512214513,0.863,0.844,1.21871892488679e-06
"EID1",5.59949965998858e-11,-0.276215057452071,0.735,0.806,1.2251705256055e-06
"MRPS26",5.68281898102537e-11,-0.204710025287245,0.903,0.916,1.24340079304835e-06
"MTA1",5.69102974779502e-11,0.334823457293932,0.765,0.713,1.24519730881755e-06
"MARCHF3",5.72824551146919e-11,0.426338436091289,0.627,0.551,1.25334011790946e-06
"BID",5.80296396617112e-11,-0.446152880731119,0.393,0.499,1.26968851579824e-06
"ENSBTAG00000021649",6.02218079529559e-11,-0.237029921413184,0.844,0.894,1.31765315801067e-06
"GPATCH11",6.18706382643126e-11,-0.29862087445634,0.588,0.707,1.35372956522316e-06
"CAMK2N1",6.21685689144062e-11,-0.302015124024105,0.423,0.554,1.36024828784721e-06
"FAP",6.36435571290156e-11,1.25969313996868,0.142,0.074,1.39252102998286e-06
"MCAT",6.39133160256622e-11,-0.459760408655529,0.329,0.438,1.39842335464149e-06
"PARP2",6.74552752733012e-11,-0.428224648425684,0.299,0.41,1.47592142297983e-06
"ENSBTAG00000046838",6.78901132160992e-11,-1.26455565742375,0.031,0.083,1.48543567716825e-06
