"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CRIM1",1.24660660324815e-19,0.721296178848192,0.54,0.432,2.72757524790696e-15
"ANG2",1.44058906759558e-19,-1.47927752054943,0.07,0.17,3.15200887989912e-15
"ANXA7",1.44383220249881e-19,-0.52140831341227,0.399,0.569,3.1591048590674e-15
"RPL17",1.45647339678864e-19,-0.159262054457969,0.994,0.994,3.18676379217356e-15
"TWF2",1.59981305158771e-19,-0.489739884914565,0.485,0.635,3.50039095687392e-15
"BMPR2",1.67206341142897e-19,0.533168084607607,0.693,0.599,3.65847474420658e-15
"SRP72",1.83280156613161e-19,-0.410321012087169,0.666,0.787,4.01016982669595e-15
"PSMC5",2.07094335894216e-19,-0.205315670714381,0.961,0.972,4.53122406936545e-15
"CPXM1",2.10767976747346e-19,1.16017460377561,0.369,0.248,4.61160333123193e-15
"MCM3",2.17116602730653e-19,-0.947076122275349,0.153,0.274,4.75051126774668e-15
"IVNS1ABP",2.26974841559105e-19,0.410445416590238,0.837,0.776,4.96620953331322e-15
"ROR2",2.37434437889054e-19,1.02003255333723,0.342,0.217,5.1950655010125e-15
"COMMD1",2.40723577547572e-19,-0.42518670245377,0.649,0.768,5.26703187674088e-15
"SCD",2.48958393794552e-19,-0.448619058857634,0.729,0.827,5.44720965622479e-15
"COL6A5",2.51536901146587e-19,1.07485110487197,0.42,0.298,5.50362739708732e-15
"SRSF11",2.57154943135374e-19,-0.361820668021431,0.758,0.842,5.62655015580198e-15
"GLS",2.60434124694576e-19,0.498847508263096,0.811,0.773,5.69829864831732e-15
"VKORC1",2.63204654252442e-19,0.318304937865235,0.926,0.926,5.75891783504342e-15
"TAGLN",2.76338717401193e-19,0.909240855675409,0.407,0.285,6.04629113673811e-15
"EPB41L4A",2.8384749197523e-19,0.830806697767756,0.381,0.255,6.21058312441803e-15
"SMNDC1",3.06270373470492e-19,-0.547716965180003,0.357,0.514,6.70119577153437e-15
"XDH",3.08664553645114e-19,0.334235063396111,0.938,0.911,6.7535804337551e-15
"NID2",3.3994253816736e-19,0.442179604439093,0.785,0.732,7.43794273510183e-15
"KHDRBS3",3.51049786120422e-19,-1.48764128214082,0.05,0.139,7.68096932031483e-15
"VASP",3.64698108368656e-19,0.319561387206245,0.908,0.888,7.97959461110619e-15
"MMP2",4.59634027342243e-19,0.306994683628022,0.996,0.992,1.00567925182483e-14
"MRPL11",5.05546998230961e-19,-0.271961012064934,0.904,0.941,1.10613683212934e-14
"ATP6V0D1",5.23807505663899e-19,-0.250570675734938,0.917,0.948,1.14609082239261e-14
"ZNF326",5.68341326380098e-19,-0.317425567789449,0.837,0.912,1.24353082211966e-14
"SERPINE1",5.71580766225038e-19,0.668092078890725,0.691,0.619,1.25061871650038e-14
"SLC25A6",6.76122657579455e-19,-0.1281564882763,1,1,1.47935637478385e-14
"PTRHD1",7.45705872749434e-19,-0.680956118872207,0.284,0.425,1.63160444957576e-14
"NCF4",7.93375755515752e-19,-2.24370662319246,0.063,0.153,1.73590615306847e-14
"HDLBP",8.03507750509307e-19,0.274332195631495,0.948,0.938,1.75807495811436e-14
"ATP5PB",8.25486394496522e-19,-0.220058601442989,0.95,0.964,1.80616423115839e-14
"GADD45GIP1",8.27660527972974e-19,-0.381788497744546,0.66,0.766,1.81092123520487e-14
"ARHGEF28",9.52023856503724e-19,1.4130074913515,0.183,0.084,2.08302819803015e-14
"ARF5",1.0231540600893e-18,-0.480671302001376,0.491,0.641,2.23866108347538e-14
"RPL21",1.08465065658693e-18,-0.111426917600136,0.999,0.999,2.3732156366122e-14
"PEG3",1.24934320447645e-18,-1.09806953277213,0.074,0.174,2.73356293139446e-14
"SMC2",1.30483034470474e-18,-0.826988827970622,0.273,0.406,2.85496879421398e-14
"ACADM",1.33695482618251e-18,-0.642083751571425,0.379,0.522,2.92525715968734e-14
"C2",1.35114410073697e-18,-1.10256511718261,0.244,0.382,2.95630329241249e-14
"MSRB1",1.44506372272947e-18,0.636647858928344,0.644,0.591,3.16179942533209e-14
"CCNB1",1.51670957156785e-18,-1.59148986112336,0.064,0.156,3.31856054259045e-14
"HDGFL3",1.6209703507927e-18,0.422799835143331,0.793,0.725,3.54668312753444e-14
"EBNA1BP2",1.66141336261442e-18,-0.397904453479249,0.704,0.791,3.63517243740035e-14
"MYL6",1.71581436418395e-18,0.177936171370795,0.997,0.999,3.75420182883449e-14
"ADSL",1.74846631268506e-18,-0.40870461823462,0.647,0.751,3.82564429215491e-14
"LIX1",1.78753383324384e-18,-1.43584954621753,0.05,0.137,3.91112402713752e-14
"CCNA2",1.85192603343082e-18,-2.54061118703263,0.013,0.073,4.05201416114663e-14
"CAPN6",1.88595458053524e-18,-6.88103883357426,0.001,0.046,4.12646862221111e-14
"ENSBTAG00000030305",1.99480338100263e-18,-0.29394022958166,0.891,0.935,4.36462979763376e-14
"THRAP3",2.00197645005897e-18,-0.236381460168186,0.933,0.967,4.38032447272903e-14
"PSMA2",2.23909533084458e-18,-0.315855674627512,0.784,0.856,4.89914058388795e-14
"RPS27",2.28576405339595e-18,0.104475699268914,1,1,5.00125174883033e-14
"LBR",2.44959058646088e-18,-0.741354770205964,0.211,0.346,5.3597042031764e-14
"EIF4H",2.80779026099966e-18,-0.29243664030688,0.832,0.901,6.14344509106725e-14
"SCAND1",2.91913150759756e-18,-0.246888855211098,0.947,0.967,6.38705973862345e-14
"GSPT1",3.1306338362863e-18,-0.218445654196205,0.962,0.963,6.84982683379443e-14
"SOD1",3.31852680842826e-18,-0.229277601181234,0.956,0.967,7.26093665684103e-14
"ANP32A",3.61327452342179e-18,-0.375128438478982,0.682,0.791,7.90584465724688e-14
"TGFBI",3.63742288727187e-18,1.60843619507499,0.164,0.071,7.95868127735085e-14
"GGCT",3.84098947030153e-18,-1.20246433766152,0.076,0.174,8.40408496101974e-14
"LRP1",4.03117319931729e-18,0.633433010525311,0.67,0.585,8.82020696010624e-14
"TACC1",4.25049938157677e-18,0.411420464073156,0.782,0.729,9.30009264688997e-14
"NUCB1",4.62028874512972e-18,0.42304647889969,0.808,0.772,1.01091917743438e-13
"PRRX1",4.82597265300951e-18,-0.350122752099291,0.853,0.903,1.05592281647848e-13
"SRRM1",4.96084951788178e-18,-0.260132179131401,0.909,0.932,1.08543387451253e-13
"RPL9",5.07445933948821e-18,-0.0974022696930827,0.999,0.999,1.11029170348002e-13
"MRPS7",5.22510653264231e-18,-0.404046148365774,0.61,0.711,1.14325330934214e-13
"LEPROT",5.2321283603238e-18,0.587741853755959,0.558,0.441,1.14478968523885e-13
"ALCAM",5.30334619153132e-18,0.795265027585016,0.426,0.305,1.16037214670705e-13
"PXDN",5.41708671278124e-18,0.495008659277679,0.667,0.573,1.18525857275654e-13
"POC1A",5.7271898853909e-18,-0.764677615081905,0.18,0.31,1.25310914692353e-13
"RPS15A",5.85496255386996e-18,-0.116422416007097,0.996,0.997,1.28106580678675e-13
"ENY2",5.99666200135472e-18,-0.241964542529405,0.93,0.942,1.31206964589641e-13
"SPARCL1",6.33422424051632e-18,-0.82041616193853,0.141,0.262,1.38592826382497e-13
"RNF181",7.06634948834138e-18,-0.290434841829817,0.862,0.92,1.54611726804909e-13
"FNDC5",7.13414907096479e-18,0.727969116888381,0.483,0.36,1.5609518167271e-13
"CEP55",7.19568284487338e-18,-1.71770384609622,0.039,0.117,1.5744154064583e-13
"HAS2",7.24958060928526e-18,2.18522995665759,0.096,0.026,1.58620823731162e-13
"GYPC",7.33102418156693e-18,-0.642854903019669,0.223,0.362,1.60402809092684e-13
"MRPL28",8.14362763489465e-18,-0.391061954398208,0.654,0.752,1.78182572651495e-13
"MACROD1",8.46870461122301e-18,-0.562718173109138,0.402,0.537,1.85295256893559e-13
"RSU1",8.574626208469e-18,0.304240538470061,0.91,0.909,1.87612821441302e-13
"TUBA4A",8.69610302132255e-18,-0.703731302262171,0.235,0.371,1.90270734106537e-13
"GADD45A",8.81779896188412e-18,0.419687197714459,0.899,0.861,1.92933441286025e-13
"PDIA6",8.98431712037457e-18,0.264601053307059,0.959,0.955,1.96576858593796e-13
"NCAPH2",1.02816252384605e-17,-0.670531273602363,0.289,0.428,2.24961960217516e-13
"SMS",1.08745061368175e-17,0.328100968894085,0.893,0.869,2.37934194273566e-13
"CD81",1.16369565636461e-17,0.221823205659183,0.996,0.991,2.54616609612577e-13
"CD46",1.1647335005635e-17,0.389652234045027,0.775,0.72,2.54843689923293e-13
"EIF3D",1.1827190357035e-17,-0.25087614807105,0.947,0.965,2.58778925011927e-13
"CTNND1",1.21545028101956e-17,0.437008024858287,0.733,0.666,2.6594052148708e-13
"DNAJC19",1.22879447112262e-17,-0.464837500903302,0.504,0.635,2.6886023028163e-13
"DHX9",1.23056040953903e-17,-0.277331183695116,0.865,0.905,2.69246617607139e-13
"ANXA8L1",1.23628245262352e-17,-0.614707186538595,0.211,0.342,2.70498600634026e-13
"SMC3",1.33839018603493e-17,-0.326373119985329,0.823,0.894,2.92839772704442e-13
"HACE1",1.40714681841969e-17,0.775942901589011,0.422,0.306,3.07883723870229e-13
"CPNE2",1.51371955158918e-17,0.465910745991828,0.701,0.621,3.31201837887712e-13
"COX8A",1.618004028734e-17,-0.209025882228682,0.966,0.985,3.54019281487e-13
"DCPS",1.64538909791341e-17,-0.529489757600678,0.372,0.524,3.60011134623455e-13
"PHKA1",1.65702611310737e-17,1.00979468519251,0.325,0.211,3.62557313547893e-13
"BRD2",1.67055599722442e-17,0.328300769714909,0.857,0.818,3.65517652192703e-13
"MYADM",1.70328951918603e-17,0.348419852977979,0.861,0.839,3.72679746797904e-13
"NME1",1.71545235683758e-17,-0.324519988248429,0.77,0.84,3.75340975676063e-13
"SPAG5",1.74289487236985e-17,-1.93605867666614,0.019,0.083,3.81345398074523e-13
"ARHGAP18",1.81261207297997e-17,-1.02924458222137,0.118,0.229,3.96599521568017e-13
"CENPX",1.83652779953884e-17,-0.562946183730509,0.46,0.587,4.01832282539098e-13
"CYC1",1.85201802295071e-17,-0.241962352347729,0.931,0.957,4.05221543421616e-13
"SYNCRIP",1.89530303802028e-17,-0.307561886811048,0.776,0.852,4.14692304718838e-13
"CENPH",1.95349813267457e-17,-0.984982002357989,0.112,0.22,4.27425391429197e-13
"IMPA2",1.96701450997984e-17,-1.32718599656778,0.034,0.109,4.30382774783589e-13
"ATP5MD",1.97966119059213e-17,-0.249730277390161,0.916,0.936,4.33149868501559e-13
"SURF1",2.100464278676e-17,-0.533809684912002,0.496,0.617,4.59581584174308e-13
"PSMD7",2.16021536117553e-17,-0.219123060300403,0.977,0.989,4.72655121025205e-13
"MDH1",2.3556821783477e-17,-0.283725701547927,0.855,0.91,5.15423260622476e-13
"ARFIP2",2.3690213909695e-17,-0.499762101870546,0.476,0.603,5.18341880344126e-13
"PSMC1",2.61665146917001e-17,-0.254402182725077,0.913,0.94,5.72523341454399e-13
"IFI6",2.8953409376148e-17,-0.885464736413536,0.207,0.344,6.33500597150117e-13
"POLR2L",3.41441298174149e-17,-0.250130969077905,0.907,0.931,7.47073560405038e-13
"TOP2A",3.64997802930243e-17,-1.32555301035432,0.084,0.181,7.98615192811371e-13
"PIH1D1",4.03362754237891e-17,-0.45430472413976,0.556,0.665,8.82557706272505e-13
"HPRT1",4.04480752514862e-17,-0.375158347100167,0.677,0.766,8.85003886502518e-13
"NEDD4L",4.61324447526333e-17,0.597876337422502,0.538,0.434,1.00937789118762e-12
"ENSBTAG00000045937",4.82495829658223e-17,-0.514336095853978,0.402,0.544,1.05570087529219e-12
"C29H11orf24",5.12699558949866e-17,0.553164367861016,0.534,0.427,1.12178663498231e-12
"HSP90AB1",5.28671388482486e-17,-0.153925452768061,1,1,1.15673299799968e-12
"LIMA1",5.7528441138664e-17,-0.425823374646406,0.829,0.882,1.25872229211397e-12
"NCALD",5.78068972365239e-17,0.423851505251796,0.778,0.728,1.26481491153514e-12
"ENSBTAG00000040590",6.03757202178212e-17,1.14370173475629,0.265,0.157,1.32102075836593e-12
"COMMD9",6.1898504673029e-17,-0.51611742637918,0.418,0.557,1.35433928224587e-12
"ENSBTAG00000040602",6.23212404952804e-17,-0.17477757672763,0.99,0.993,1.36358874203674e-12
"MCFD2",6.65609001787305e-17,-0.432738627791154,0.619,0.743,1.45635249591062e-12
"ATIC",7.27594857185801e-17,-0.229017237567016,0.911,0.949,1.59197754752253e-12
"MATR3",7.83171528356675e-17,-0.24725462983936,0.922,0.954,1.71357930404441e-12
"MRPS15",8.09839824946274e-17,-0.442843004719342,0.616,0.697,1.77192953698245e-12
"NDUFS8",8.14420019988506e-17,-0.204825611281815,0.958,0.98,1.78195100373485e-12
"RPS12",8.18044291332238e-17,-0.0732378944503704,1,1,1.78988090943494e-12
"NDUFV2",8.19223290956799e-17,-0.174210603763735,0.975,0.979,1.79246056061348e-12
"PRDX2",9.50690938688057e-17,-0.151795780464432,0.994,0.998,2.08011177384947e-12
"ENSBTAG00000011511",9.5491353743775e-17,-1.11222493128727,0.12,0.227,2.0893508199138e-12
"HSPB8",1.03127378944534e-16,-0.714893858868343,0.292,0.427,2.25642705130641e-12
"ZNRD2",1.04770315503746e-16,-0.443316041860022,0.582,0.702,2.29237450322197e-12
"TCERG1",1.15523993436971e-16,-0.348578964539706,0.675,0.769,2.52766497640092e-12
"VAMP5",1.20457499479227e-16,-0.326977428620303,0.758,0.854,2.63561008860548e-12
"ARHGDIA",1.25894788174603e-16,-0.280456264573903,0.895,0.927,2.75457796526032e-12
"USP1",1.3987639769393e-16,-0.445495767780985,0.539,0.66,3.06049558154319e-12
"MAGED2",1.44510085501589e-16,0.346319758542486,0.822,0.773,3.16188067077477e-12
"PPA1",1.51274300460966e-16,-0.418468854417867,0.675,0.758,3.30988169408593e-12
"TENM3",1.56117137472064e-16,0.915994028191867,0.33,0.215,3.41584296788877e-12
"DPP7",1.64096645117275e-16,0.416293671873567,0.785,0.731,3.59043459516598e-12
"BMPR1B",1.67599676658584e-16,1.2827198687681,0.195,0.099,3.66708092528982e-12
"MRPL30",1.84346877372355e-16,-0.43869211920819,0.518,0.648,4.03350967690712e-12
"RFC4",1.94234272871599e-16,-0.960010070784638,0.133,0.242,4.24984589043059e-12
"SNF8",2.13644444093629e-16,-0.2583946697314,0.84,0.891,4.67454043676861e-12
"CFB",2.18775323449061e-16,-0.714798877784421,0.435,0.566,4.78680407706545e-12
"FADS2",2.268886297193e-16,-0.542586634305684,0.425,0.56,4.96432321825827e-12
"RBM39",2.33420850169569e-16,-0.307267031002971,0.892,0.933,5.10724820171018e-12
"LTBP2",2.44746418576684e-16,-1.03208712317719,0.072,0.164,5.35505163845785e-12
"ANAPC13",2.44775302136454e-16,0.45994363600554,0.71,0.657,5.35568361074562e-12
"LAD1",2.53571312172067e-16,-1.10590805052032,0.06,0.146,5.54814031032482e-12
"FUOM",2.59081888762951e-16,0.319848941386119,0.852,0.82,5.66871172613338e-12
"ADM",2.62417085360368e-16,0.455957689913807,0.822,0.752,5.74168582768485e-12
"SOD2",2.81770995416884e-16,-0.636489916175178,0.708,0.807,6.16514937972142e-12
"CPNE3",2.8595245484661e-16,-0.366898675616651,0.703,0.813,6.25663971204383e-12
"MSH6",2.90193253744772e-16,-0.401569225573717,0.513,0.65,6.3494283919356e-12
"SUGT1",2.97450028587941e-16,-0.31029106959915,0.756,0.851,6.50820662550415e-12
"DIS3",2.97796583273309e-16,-0.588097122346386,0.315,0.449,6.51578924201999e-12
"ATP5PO",3.02737232415312e-16,-0.189108499829442,0.963,0.976,6.62389064524703e-12
"CCNO",3.07791932222251e-16,2.28467630870178,0.087,0.023,6.73448747702286e-12
"CUEDC1",3.31522968237326e-16,-0.31174895544027,0.778,0.856,7.2537225450327e-12
"DIPK1A",3.31771683593586e-16,0.577979017771394,0.517,0.407,7.25916443702767e-12
"FERMT2",3.52257906480997e-16,0.43307977695426,0.899,0.87,7.70740299380421e-12
"RPL26",3.7095431321167e-16,-0.104638988606071,0.996,0.998,8.11648037307134e-12
"MTARC2",3.90050765063928e-16,-1.26430922630678,0.057,0.139,8.53431073959874e-12
"CDC45",4.15893709163539e-16,-1.15103718531157,0.075,0.165,9.09975435649824e-12
"H2AC20",4.19463454900372e-16,-0.867901540499162,0.133,0.242,9.17786039322015e-12
"BUB1B",4.33107380328088e-16,-1.63712372807501,0.055,0.136,9.47638948157856e-12
"GANAB",4.46471516600717e-16,0.369744499525591,0.784,0.729,9.7687967832237e-12
"PSAP",4.61282785828704e-16,0.312919680272276,0.904,0.887,1.00928673539321e-11
"RPS3",5.04746968852148e-16,-0.0930244238998643,0.999,1,1.1043863678485e-11
"LGALS1",5.07171738019908e-16,-0.120501379851057,0.999,0.999,1.10969176278756e-11
"UBAC1",5.07975661111164e-16,-0.269755549741195,0.88,0.928,1.11145074651123e-11
"FGFR1",5.33006509878459e-16,-0.610097957949203,0.293,0.43,1.16621824361407e-11
"LPP",5.53539375431832e-16,0.494653126894256,0.675,0.597,1.21114415344485e-11
"BUB1",6.14097642470981e-16,-1.45379303600679,0.048,0.124,1.34364564172651e-11
"DDX39B",6.18671192732817e-16,-0.44208703541254,0.594,0.716,1.3536525696994e-11
"GGT5",6.5411069665225e-16,-1.18110307972676,0.177,0.294,1.43119420427512e-11
"PLPP2",6.99410076673425e-16,0.539164666213694,0.585,0.482,1.53030924776145e-11
"B3GALNT2",7.19883025983055e-16,0.520361528793673,0.564,0.466,1.57510406085092e-11
"GABARAPL2",7.60572772469294e-16,0.252966069187166,0.93,0.931,1.66413322616282e-11
"SKA1",7.63416843292847e-16,-1.608805667336,0.035,0.104,1.67035605312475e-11
"PSMC2",7.8101119841522e-16,-0.308546338003718,0.739,0.825,1.7088525021325e-11
"GRK4",8.24170844897085e-16,-0.99577184281054,0.075,0.167,1.80328580863482e-11
"ACP1",8.32763538945447e-16,-0.404600007856003,0.627,0.731,1.82208662321264e-11
"PDLIM1",8.38863763613658e-16,1.40135377584514,0.249,0.151,1.83543391478668e-11
"FMOD",8.77726697841744e-16,1.10326501861765,0.261,0.158,1.92046601487774e-11
"MRPS18C",8.8107001268763e-16,-0.461993108034627,0.49,0.615,1.92778118776053e-11
"DNAJC7",8.97350446735602e-16,-0.334902898561946,0.783,0.854,1.9634027774575e-11
"FABP3",9.07008325964052e-16,-0.373033181022564,0.798,0.856,1.98453421720935e-11
"MRPL3",9.27188609960294e-16,-0.314108756744715,0.714,0.807,2.02868867859312e-11
"FIBIN",9.40116891197492e-16,-0.531571193138846,0.273,0.412,2.05697575794011e-11
"RIMS2.1",9.67269999799621e-16,3.31687689425662,0.051,0.005,2.11638675956157e-11
"ATP5MC3",1.00420257776146e-15,-0.177585710987075,0.989,0.992,2.19719524014207e-11
"CALY",1.03016577525531e-15,0.421413515625457,0.64,0.531,2.25400271625861e-11
"KCTD10",1.05720419946557e-15,0.453039881370333,0.738,0.676,2.31316278843068e-11
"ENSBTAG00000046172",1.06909168807501e-15,-0.627081764346358,0.311,0.44,2.33917261350811e-11
"CDC37",1.11244877430169e-15,-0.245557603985965,0.886,0.905,2.43403791817209e-11
"MPLKIP",1.2503971740723e-15,-0.403800665471042,0.473,0.602,2.73586901687018e-11
"NOL7",1.26008606554559e-15,-0.290597019621227,0.805,0.872,2.75706831141376e-11
"TMEM147",1.29898755921372e-15,-0.199089255954709,0.955,0.96,2.84218477955961e-11
"PABPC1",1.44262944089561e-15,0.148607561903397,0.998,0.996,3.15647321667959e-11
"ENSBTAG00000050705",1.47685141371495e-15,-0.377498347364916,0.5,0.642,3.23135089320831e-11
"TOMM22",1.48245046110131e-15,-0.224897816918274,0.92,0.943,3.24360160888967e-11
"HSPB6",1.53308922423786e-15,0.45054725574701,0.695,0.619,3.35439922263243e-11
"ZNHIT1",1.5386380098177e-15,-0.391901864761517,0.629,0.742,3.36653996548113e-11
"IDH2",1.60511090690026e-15,-0.538194437352011,0.444,0.565,3.51198266429778e-11
"FNDC3B",1.9723635993248e-15,0.395313451032746,0.868,0.816,4.31553155532266e-11
"KIF4A",2.34006071161427e-15,-1.97809193222457,0.038,0.106,5.12005283701203e-11
"MT1E",2.48844831145803e-15,-1.07253429575628,0.07,0.155,5.44472490547017e-11
"UBE2J2",2.48957739918634e-15,-0.410705458268167,0.548,0.657,5.44719534941971e-11
"CCDC115",2.55699568574029e-15,-0.651973824073477,0.223,0.348,5.59470656039975e-11
"TPX2",2.73924676419294e-15,-0.801586517977145,0.336,0.455,5.99347192005416e-11
"CENPV",2.89251157487776e-15,-0.70666322899452,0.193,0.309,6.32881532583253e-11
"PSMD13",2.91372372145939e-15,-0.20439468910568,0.892,0.942,6.37522750255315e-11
"DOK7",3.07056075341957e-15,-0.518420325170946,0.404,0.538,6.71838692848202e-11
"NEXN",3.10528052141537e-15,-0.32815682652532,0.996,0.992,6.79435378085683e-11
"MVB12A",3.29582389625196e-15,-0.404972001448184,0.493,0.617,7.21126268499928e-11
"PRDX6",3.36459147949025e-15,-0.176742764181383,0.994,0.995,7.36172615712466e-11
"ENSBTAG00000052473",3.50865971391216e-15,2.25764846858929,0.126,0.052,7.67694745403982e-11
"TTYH3",4.20792795968995e-15,0.487856856693888,0.657,0.584,9.20694637580161e-11
"ENC1",4.36755802442832e-15,0.662618943233358,0.452,0.345,9.55621695744917e-11
"SPCS2",4.46281321790383e-15,-0.206581389349478,0.93,0.941,9.76463532077357e-11
"EPB41L2",4.49296496417721e-15,-0.539167981848858,0.365,0.501,9.83060734161974e-11
"PDE5A",4.5399717706275e-15,0.398333829389202,0.797,0.742,9.93345823413296e-11
"UQCRQ",4.61440321888977e-15,-0.22343709215653,0.945,0.955,1.00963142429308e-10
"PSMB7",5.20825106685456e-15,-0.232380482124494,0.907,0.932,1.13956533342778e-10
"PGK1",5.26330066103597e-15,-0.171046817873865,0.963,0.982,1.15161018463467e-10
"MRPS18A",5.5256920191347e-15,-0.463446418988969,0.376,0.518,1.20902141378667e-10
"RIPOR1",5.6836409150741e-15,0.484849268682226,0.594,0.499,1.24358063221821e-10
"DES",6.44074117946669e-15,0.21706780397994,0.767,0.645,1.40923417006731e-10
"PIN4",6.44396059648618e-15,-0.36353389351038,0.61,0.725,1.40993857851118e-10
"MFAP1",6.673509032324e-15,-0.433183504094108,0.572,0.685,1.46016377627249e-10
"CTSF",6.79871679499982e-15,0.38349682720529,0.747,0.68,1.48755923474596e-10
"PARPBP",7.06060694846483e-15,-1.11468935180717,0.064,0.145,1.54486080032411e-10
"SHFL",7.20468159608579e-15,-0.737278839158643,0.099,0.195,1.57638433322357e-10
"CLSPN",7.58015298695525e-15,-2.02647898345152,0.02,0.076,1.65853747354581e-10
"ENSBTAG00000033806",7.78153404976511e-15,-0.391260858886101,0.508,0.634,1.70259965008861e-10
"DR1",8.20328532636557e-15,0.380375484610996,0.781,0.732,1.79487882940879e-10
"NFIC",8.369654223892e-15,-0.224690494783223,0.917,0.941,1.83128034418757e-10
"PNRC1",8.45216067790859e-15,-0.370476772435524,0.704,0.808,1.8493327563264e-10
"UBE2N",8.52168695020258e-15,-0.300867029755274,0.761,0.839,1.86454510470432e-10
"PRKAR2B",8.63999381603349e-15,0.396169803650004,0.729,0.635,1.89043064694813e-10
"ANKIB1",9.64668918830037e-15,0.49566383984069,0.614,0.543,2.11069559440012e-10
"ENSBTAG00000025929",1.06412465145038e-14,-0.369859416748058,0.695,0.775,2.32830473737342e-10
"ERCC6L",1.07165165413471e-14,-1.25992752092339,0.048,0.121,2.34477381924674e-10
"SMARCA1",1.07521995493478e-14,0.757182726940125,0.376,0.266,2.35258126139729e-10
"NFIX",1.09200008961665e-14,-0.444833872860927,0.679,0.776,2.38929619608122e-10
"ATAD3A",1.10146337905474e-14,-0.583478331255271,0.303,0.427,2.41000187337178e-10
"SERINC2",1.10299947238725e-14,-0.715952739541895,0.278,0.397,2.41336284558331e-10
"POLR2I",1.11750681919721e-14,-0.338476553377354,0.667,0.77,2.44510492040349e-10
"SNRPA",1.12402420385947e-14,-0.42971938514151,0.402,0.533,2.45936495804451e-10
"UQCRFS1",1.12905016152215e-14,-0.186985722044466,0.936,0.956,2.47036175341046e-10
"PCNP",1.17672540725618e-14,-0.285354433990995,0.801,0.854,2.57467519107652e-10
"RFC3",1.25153149399395e-14,-0.527137744390256,0.432,0.547,2.73835090885877e-10
"NDUFA2",1.25595372610116e-14,-0.197154809401536,0.93,0.952,2.74802675270933e-10
"WASF2",1.27225360833956e-14,-0.320969308511263,0.769,0.858,2.78369089504696e-10
"MTDH",1.34100917957655e-14,-0.161086751815946,0.984,0.99,2.93412808491349e-10
"GALK1",1.38996639314968e-14,-0.352411935099394,0.602,0.706,3.0412464682115e-10
"CKAP2",1.41529388681097e-14,-0.693729753078158,0.4,0.521,3.09666302434241e-10
"DKK2",1.43648189996821e-14,0.452792627000972,0.43,0.311,3.14302239713044e-10
"NCSTN",1.48672746425251e-14,0.433397770123015,0.669,0.6,3.2529596917845e-10
"CFAP36",1.52258004966181e-14,-0.259268221387677,0.917,0.926,3.33140514866004e-10
"TENT5A",1.52280288676221e-14,0.581256750095011,0.533,0.428,3.33189271623572e-10
"IDI1",1.56994527191333e-14,-0.431198902467591,0.675,0.748,3.43504025494636e-10
"LMNB2",1.57208258998983e-14,-0.827071295919136,0.129,0.23,3.43971670689775e-10
"TSTD1",1.6049891049033e-14,0.404066180841607,0.731,0.682,3.51171616152843e-10
"C15H11orf58",1.62767420037028e-14,-0.216305776203642,0.904,0.926,3.56135115041018e-10
"SMPD1",1.64920356519901e-14,0.714468245821765,0.387,0.282,3.60845740065544e-10
"RCL1",1.77574357554989e-14,-0.643533620076929,0.223,0.344,3.88532694330317e-10
"SEL1L",1.80578968939829e-14,0.356189295726335,0.806,0.753,3.95106784040345e-10
"ZNF511",1.80633743113949e-14,-0.459116036164865,0.418,0.54,3.95226629933322e-10
"CCT4",1.83197615796123e-14,-0.199956240564627,0.935,0.958,4.00836383361918e-10
"ARID5B",1.84543299586139e-14,-0.38313202293575,0.751,0.839,4.03780739494472e-10
"EIF2S1",1.85185992518598e-14,-0.31474967762094,0.808,0.855,4.05186951630693e-10
"ATP6V0E1",1.87354994789224e-14,0.259138215313972,0.91,0.888,4.09932728598822e-10
"DTYMK",1.90826324567764e-14,-0.531064749878062,0.486,0.598,4.17527998154268e-10
"NENF",1.93357321353995e-14,-0.187382776674366,0.938,0.96,4.23065819122541e-10
"EIF4G3",2.07095356053686e-14,0.336029818983301,0.804,0.759,4.53124639045465e-10
"CPZ",2.15109847383168e-14,1.10627902323672,0.211,0.118,4.70660346074372e-10
"SLC38A10",2.21170735905225e-14,0.485319448519327,0.585,0.501,4.83921570160632e-10
"RPL23",2.29140721876258e-14,-0.0707878764329823,1,1,5.01359899465252e-10
"SULF2",2.33881762597112e-14,0.916329844510495,0.304,0.202,5.1173329656248e-10
"SHISA5",2.4377864847638e-14,-0.557975499442337,0.327,0.455,5.33387682866319e-10
"TPRKB",2.4593366689185e-14,-0.321866628755313,0.641,0.744,5.38102863159369e-10
"TSTD3",2.71804823031427e-14,-0.497351680438602,0.351,0.486,5.94708952792761e-10
"PTMA",2.79519688221833e-14,-0.870258671203954,0.115,0.212,6.11589077829372e-10
"RASA1",2.82697289940591e-14,0.306766863765326,0.86,0.833,6.18541670390013e-10
"ASH1L",2.87688398907225e-14,0.260231730768906,0.911,0.888,6.29462216809008e-10
"ISCU",2.89702944495607e-14,0.277485379000372,0.963,0.948,6.33870042556389e-10
"PXN",2.9819512547798e-14,0.380617543780373,0.771,0.722,6.5245093454582e-10
"BFSP2",3.00821660642336e-14,1.11632548284548,0.244,0.148,6.5819779348543e-10
"NAPA",3.10108879535788e-14,-0.432030466636755,0.435,0.559,6.78518228424304e-10
"NSMCE4A",3.14773665473288e-14,-0.504813636310774,0.28,0.407,6.88724780055555e-10
